Grupo,Frase,Tipo
635,"During fogging of cylinder #3, the spray-nozzle tip struck the cylinder surface.",var
635,Was fogging No. 1 cylinder when the sprayer tip bumped into the cylinder.,var
635,"While applying fogging to cylinder 4, the nozzle tip came into contact.",var
646,"A baffle bolt or screw is missing on the forward left side, just ahead of cylinder #2.",var
646,Found a missing baffle bolt/screw on the forward right side in front of cylinder 3.,var
646,One baffle fastener is absent forward of cylinder 1 on the left-hand side.,var
646,"Forward right-side baffle bolt or screw missing, located immediately forward of cylinder #2.",var
671,Wiring between #2 and #4 is unsupported.,var
671,The cables from #1 to #3 were found unsecured with no support.,var
671,Unsupported wiring was observed between positions 3 and 4.,var
671,No clamps or supports present on the wire run between No.2 and No.4.,var
677,The forward lower engine baffle seal is worn above the engine air intake.,var
677,Inspection found wear on the front lower baffle seal located just above the engine air intake.,var
677,The lower forward baffle seal above the engine air inlet shows noticeable wear and needs attention.,var
677,Wear was observed on the forward lower baffle seal positioned above the engine’s air intake.,var
699,Wear on the seal at the forward lower baffle above the intake was observed.,var
699,The seal on the lower-front baffle just above the intake is starting to wear out.,var
699,"Seal deterioration noted at the forward lower baffle, located above the intake.",var
699,Found the seal rubbing through at the lower forward baffle immediately over the intake.,var
704,Engine requires fogging with preservative oil.,var
704,You need to fog the engine to protect internal parts.,var
704,The engine should be fogged prior to storage.,var
704,Fogging the engine is necessary to prevent corrosion.,var
705,Baffle plug on cylinder #2 is damaged.,var
705,Found the cylinder 4 baffle plug cracked and compromised.,var
705,Damage observed to the baffle plug of cylinder one.,var
705,Inspection showed the #3 cylinder’s baffle plug is deteriorated.,var
716,Harness anchor studs on cylinders 2 and 4 are broken.,var
716,I found the cylinder harness anchors on #1 and #3 snapped off during inspection.,var
716,The anchor points for the cylinder harnesses (cylinders 4 and 2) have failed.,var
716,Cylinder harness anchors at #3 and #1 are fractured and need replacement.,var
725,Baffle #4 on the right engine was found with loose hardware.,var
725,"Found loose fasteners on the left engine baffle, listed as #3.",var
725,Loose hardware was noted on baffle #2 of the right-side engine.,var
725,Right engine baffle shows loose screws at station 4.,var
743,The forward lower engine seal is worn just above the air intake.,var
743,Found wear on the front lower engine seal over the intake opening.,var
743,The engine’s forward bottom seal shows deterioration above the air inlet.,var
743,"Front lower seal at the engine, located above the air intake, is worn.",var
750,Rivets securing the baffle seal on engine #2 are loose.,var
750,Found the #3 engine baffle seal rivets loose during inspection.,var
750,Loose rivets noted in the baffle seal of engine #4.,var
750,Baffle seal rivets on engine #1 are loose and need attention.,var
791,Worn intake tube flange on the #4 cylinder of the left engine.,var
791,Left-hand engine cylinder 3 intake tube flange shows wear.,var
791,The flange on the intake tube for cylinder #2 is worn on the right engine.,var
791,Wear observed on the #1 cylinder intake tube flange of the left engine.,var
813,"During run-up, engine roughness was observed and is consistent with sticking.",var
813,"Did a run-up — engine ran rough, which feels like something is sticking.",var
813,Run-up revealed rough engine operation; findings align with a sticking condition.,var
813,"On run up, noted engine roughness consistent with sticking.",var
818,The engine scroll is dirty.,var
818,Found contamination on the engine scroll during inspection.,var
818,Engine scroll needs cleaning — oil and debris present.,var
818,Noted a soiled engine scroll; recommend cleaning.,var
823,A small leak was detected on the upper engine crankcase backbone.,var
823,Found a slight seep on the engine’s upper crankcase backbone during inspection.,var
823,Minor leakage observed at the upper section of the engine crankcase backbone.,var
823,There is a tiny leak present on the upper backbone of the engine crankcase.,var
834,An Adel clamp secures the mixture and throttle cables on the right side of the upper assembly.,var
834,Found the Adel clamp for the mixture and throttle cables over on the left side of the upper area.,var
834,Adel clamp for mixture & throttle cables located on the upper right.,var
834,Inspect the Adel clamp on the upper section that holds the mixture and throttle cables — currently on the right side.,var
850,Left engine baffle tie rods are worn and not serviceable.,var
850,The #2 engine baffle tie rods are bad and should be replaced.,var
850,Baffle tie rods on the right engine are loose and in poor condition.,var
850,Found damaged baffle tie-rods on the left-side engine.,var
859,"When the throttle is pulled back hard to idle and held for several seconds, the engine is affected.",var
859,"If you rapidly pull the throttle back to idle and keep it there for a few seconds, the engine responds.",var
859,Pulling the throttle back hard to idle for several seconds causes a change in engine behavior.,var
859,Snap the throttle to idle and hold for several seconds — the engine shows a reaction.,var
861,Aft pushrod tube stand-off rivet on cylinder #2 needs to be squeezed.,var
861,The #1 cylinder’s aft pushrod tube stand-off rivet should be squeezed down.,var
861,Left cylinder 3 aft pushrod tube standoff rivet must be squeezed.,var
861,Squeeze the stand-off rivet at the aft pushrod tube on cylinder #4.,var
862,Right engine rocker screw No. 3 is missing.,var
862,Couldn't find the #2 rocker screw on the left engine.,var
862,"Rocker screw for the right engine, position 1, is absent.",var
862,Found that the left engine's rocker screw number 4 is missing.,var
865,A leak was found at the crankshaft seal on the right engine.,var
865,The crankshaft seal on the left engine is leaking oil.,var
865,Detected a crankshaft seal leak on engine 2 (right side).,var
865,Engine 1 has a leaking crankshaft seal.,var
892,Propeller experienced an overspeed condition for approximately 3 seconds.,var
892,The prop went into overspeed for about 2 seconds.,var
892,Overspeed of the prop lasted roughly 4 s.,var
892,For around three seconds the propeller was overspeed.,var
904,The forward baffle seal on engine #2 is disconnected at three rivet locations.,var
904,Found the forward baffle seal pulled away for 4 rivets on engine 1.,var
904,Forward baffle seal disconnected for two rivets on the left engine.,var
904,On engine #3 the forward baffle seal is separated across five rivets.,var
911,Propeller overspeed recorded at 2720 RPM for 1 second.,var
911,Prop went into overspeed at about 2700 rpm for roughly one second.,var
911,Detected propeller overspeed to 2730 RPM lasting 0.8 seconds.,var
911,Propeller reached approximately 2800 rpm in an overspeed event lasting ~1.2 s.,var
936,All rocker drain lines are leaking at the hose clamps.,var
936,Every rocker drain hose is leaking where the clamp is fitted.,var
936,Leaks were observed at the hose clamps on all rocker drain lines.,var
936,All hose clamps on the rocker drain lines are allowing leakage.,var
942,The baffle on cylinder #4 was found cracked during inspection.,var
942,A crack was observed in the baffle of cylinder No. 2.,var
942,Baffling at cylinder 3 is cracked and requires repair.,var
942,Found a cracked baffle on cylinder 1.,var
946,At the last daily shutdown the engine was idling at approximately 950 RPM.,var
946,"During the final daily shutdown the engine’s idle speed read about 1,050 rpm.",var
946,Observed engine idle near 1005 RPM during the most recent daily shutdown.,var
946,"Engine was found idling around 1,000 rpm on the last daily shutdown.",var
967,Piston pins for cylinders 3 and 4 were damaged during removal.,var
967,"During removal, the piston pins on #4 and #3 were nicked and bent.",var
967,"While pulling the pistons, the pins from cylinders 2 and 5 got damaged.",var
967,The No.3/No.4 piston pins were harmed during disassembly.,var
978,The cam lock on the right engine baffle cover needs to be repaired.,var
978,Left engine baffle cover cam‑lock is loose and requires attention.,var
978,Cam lock on the #1 engine baffle cover must be fixed or replaced.,var
978,Repair needed: cam-lock for the #2 engine baffle cover is not secure.,var
979,The aft trunnion bolt that secures the nose landing gear down lock on the right side is loose.,var
979,Found the rear trunnion bolt for the NLG down‑lock loose on the left side during the inspection.,var
979,"Loose aft trunnion bolt at the nose landing gear down lock, right side.",var
979,Nose landing gear down-lock aft trunnion bolt loose on the left (#1) side.,var
992,Cylinder #2 intake rocker arm requires replacement.,var
992,The intake rocker arm on cylinder #3 needs to be replaced.,var
992,Replace the intake rocker arm of cylinder 1 — it’s worn out.,var
992,Intake rocker arm for cylinder #4 is defective and must be replaced.,var
994,Oil residue and seepage were identified on the pilot-side (left) of the engine.,var
994,Observed oil leaking on the left-hand side of the engine where the pilot sits.,var
994,Inspection revealed signs of oil leakage on the right (co‑pilot) side of the engine.,var
994,Found oil stains on the co-pilot side of the engine during the check.,var
1007,The engine experienced a backfire while holding a hover.,var
1007,"While hovering, the engine popped and backfired.",var
1007,A backfire occurred in the engine during the hover.,var
1007,During a hover maneuver the engine had a backfire event.,var
1012,The lower forward black baffle seal next to the air filter has several worn spots.,var
1012,Found worn areas on the forward lower baffle seal (black) beside the air filter.,var
1012,Inspection shows abrasion marks on the black baffle seal at the lower forward engine area by the air filter.,var
1012,"The seal on the forward-lower engine baffle, adjacent to the air filter, exhibits wear spots.",var
1028,The front black seal on the engine cowl needs RTV applied to the worn spots.,var
1028,Apply RTV to the worn areas of the cowl’s front black seal.,var
1028,Found worn spots on the engine cowl’s front black seal — seal them with RTV.,var
1028,The black front seal for the engine cowl has worn sections and requires RTV sealant.,var
1035,The corner of the oil cooler baffle on the left engine must be removed and inspected.,var
1035,Remove the oil cooler baffle corner on the right engine for inspection.,var
1035,Inspect the oil cooler baffle corner on #1 engine — remove the part for a closer check.,var
1035,Take off the #2 engine oil cooler baffle corner and perform an inspection.,var
1037,The engine intake boot is torn.,var
1037,A tear was found in the engine's intake boot during inspection.,var
1037,The inlet (intake) boot on the engine has a rip.,var
1037,A rupture was discovered in the engine air intake boot.,var
1043,Left baffle is loose; the #2 cylinder baffle seal looks worn.,var
1043,The right baffle is loose — appears the #3 cylinder baffle seal is failing.,var
1043,"Loose left baffle, seems the #1 cylinder baffle seal needs replacing.",var
1043,"Baffle on the right side is unsecured, likely from a bad #2 cylinder baffle seal.",var
1053,The EGT standoff on the #3 cylinder rocker cover is broken.,var
1053,Found the exhaust gas temperature stand‑off cracked off the #2 cylinder rocker cover.,var
1053,EGT probe stand‑off fractured on the #4 cylinder’s rocker cover.,var
1053,Rocker cover exhaust gas temperature stand‑off on cylinder #1 is damaged.,var
1066,The bracket for the #4 baffle is broken.,var
1066,Found a broken bracket on the #3 baffle during inspection.,var
1066,The right baffle bracket for engine 4 has fractured and needs repair.,var
1066,Bracket holding the #2 baffle came apart.,var
1073,"During an unusual attitude recovery, power was added and engine speed rose to approximately 280 rpm.",var
1073,While in the odd attitude I advanced the throttle and the engine climbed to about 290 rpm.,var
1073,Power was applied in the unusual attitude and the engine reached roughly 275 rpm.,var
1073,Throttle was increased during the unusual attitude and the engine went up to around 300 rpm.,var
1080,Right engine over-temperature recorded at 503°F.,var
1080,"The left engine exceeded temperature limits, reaching about 495°F.",var
1080,Right engine overheated — temperature logged at 508 degrees.,var
1080,"Left engine high-temp condition, approximately 500°F.",var
1107,The weather stripping on the oil cooler is loose and needs securing.,var
1107,The oil cooler’s weatherstrip is coming loose.,var
1107,Found loose sealing strip around the oil cooler during inspection.,var
1107,Oil cooler weather sealing has become detached and requires attention.,var
1110,The forward baffle seal at the muffler intake is missing.,var
1110,Found the seal on the muffler intake of the forward baffle has come off.,var
1110,Missing forward baffle seal from the muffler inlet on the baffle.,var
1110,The seal for the muffler intake on the forward baffle was not found.,var
1112,"Engine RPM would not stabilize, constantly varying and causing a noticeable stutter.",var
1112,Couldn't get a steady RPM — the engine kept fluctuating and was choppy.,var
1112,Observed continuous RPM fluctuations with intermittent engine stutter; RPM failed to settle.,var
1112,"Engine speed failed to hold steady, varying continuously and producing a rough stumble.",var
1116,The baffle retaining wire is broken.,var
1116,The baffle wire snapped.,var
1116,Inspection revealed a broken baffle wire.,var
1116,A fracture was noted in the baffle securing wire.,var
1127,During the post‑flight inspection oil was found on the intake pipes.,var
1127,After landing I noticed oil on the engine intake pipes.,var
1127,Postflight check revealed oil contamination on the intake tubing.,var
1127,Found oil coating the intake pipes during the walkaround.,var
1128,Engine exhibited roughness during takeoff.,var
1128,The engine was coughing and rough on takeoff.,var
1128,Rough engine noted at takeoff.,var
1128,Pilot reported the engine running rough during takeoff.,var
1138,#2 cylinder valve is sticking.,var
1138,Found the valve on cylinder 3 sticking during the inspection.,var
1138,Cylinder 1 has a sticking valve — needs correction.,var
1138,"Left-side cylinder valve intermittently sticking, requires attention.",var
1139,"During climb-out the left engine shuttered three times, and each occurrence showed the same pattern.",var
1139,"While climbing out the right engine hiccuped twice, every time with the same characteristics.",var
1139,On climb-out the port engine shuttered four times; each event matched the same pattern.,var
1139,"During the climb the starboard engine experienced three shuttering events, and it behaved identically each time.",var
1173,Right engine cylinder No. 2 exhibits a possible crack adjacent to the intake port.,var
1173,Looks like the left engine’s cylinder 3 might have a crack right next to the intake port.,var
1173,A suspected crack was observed near the intake port of cylinder 1 on the right engine.,var
1173,Possible fracture at the intake-port area of left engine cylinder #2.,var
1184,Two phenolic spacers on the throttle control quadrant are broken.,var
1184,One phenolic spacer on the left side of the throttle quadrant snapped.,var
1184,Found three broken phenolic spacers at the throttle control quadrant during inspection.,var
1184,The right throttle control quadrant has broken phenolic spacers — two are fractured.,var
1185,All spark plugs are worn.,var
1185,Every spark plug shows significant electrode wear.,var
1185,All the plugs are shot.,var
1185,Found wear on all spark plugs during inspection.,var
1186,"Engine RPM dropped suddenly by about 200–300 RPM, accompanied by STRO.",var
1186,Suddenly lost roughly 250 rpm and STRO occurred at the same time.,var
1186,"RPM fell 300–400 RPM in a sudden drop, with STRO noted.",var
1186,"A sudden decrease of approximately 180–280 RPM happened on the engine, accompanied by STRO.",var
1192,The engine would shut down whenever the mixture was leaned while the aircraft was on the ground.,var
1192,"When leaning the mixture on the ground, the #2 engine would quit.",var
1192,"On the ground, pulling the mixture back caused the left engine to cut out.",var
1192,"During taxi/ground operations, reducing the mixture made the engine stall and stop.",var
1203,A small crack was found on the left lower-forward side of the forward baffle.,var
1203,Spotted a tiny crack on the lower front area of the right forward baffle.,var
1203,Minor cracking observed on the lower-forward portion of the forward baffle on the left side.,var
1203,Forward baffle shows a small crack at its lower-front section on the right side.,var
1205,#2 cylinder baffle needs a barrel nut.,var
1205,The baffle on cylinder No.3 is missing its barrel nut.,var
1205,No.1 cylinder baffle requires a barrel nut to secure it.,var
1205,Cylinder 4 baffle needs a barrel nut installed.,var
1243,Heard a strange howling noise that gets louder during flight.,var
1243,"An unusual high‑pitched whine was noted, increasing in volume as airspeed rises.",var
1243,There is an eerie howl that intensifies while the airplane is airborne.,var
1243,During flight the aircraft produces a growing howling sound that becomes louder with speed.,var
1244,The seals on the right engine lower aft cowling require regluing.,var
1244,Reglue the seals on the lower aft cowling of the left engine.,var
1244,Right engine lower rear cowling has seals coming loose and needs them glued back on.,var
1244,Seals on the lower aft cowling (left engine) are to be re-bonded.,var
1260,Left and right lower engine cowlings require cleaning.,var
1260,Both lower cowls on the engines need to be cleaned.,var
1260,Two lower engine cowlings are dirty and must be cleaned.,var
1260,R/H and L/H lower cowls need cleaning.,var
1266,The aft baffle attachment screw for cylinder No. 3 has come out.,var
1266,I found the rear baffle attach screw on cylinder 2 has backed out.,var
1266,Cylinder 4’s aft baffle attach screw is missing — it worked its way out of the mount.,var
1266,Aft baffle attach screw on No.3 cylinder has loosened and fallen out.,var
1270,"During the last landing rollout, while vacating the runway, the engine was shut down.",var
1270,"On the previous landing as the aircraft exited the runway, the engine was shut down.",var
1270,Last landing — exiting runway; engine shut down.,var
1270,"After the last landing when coming off the runway, the engine had to be shut down.",var
1283,Right engine has a cracked 90-degree bracket forward of the oil cooler and requires a stop-drill to arrest the crack.,var
1283,Found a crack in the 90° bracket at the forward oil cooler on the left engine — needs stop drilling.,var
1283,Cracked ninety‑degree bracket forward of the oil cooler on engine R; perform a stop‑drill.,var
1283,The forward oil cooler bracket (90 deg) on the left engine is cracked and should be stop‑drilled to prevent further growth.,var
1286,Left engine overspeed occurred during takeoff and climb; RPM recorded at 2720–2730.,var
1286,"On takeoff and climb the right engine went into overspeed, roughly 2730 to 2720 RPM.",var
1286,During takeoff/initial climb the engine exceeded RPM limits — observed about 2715–2735.,var
1286,"Climb out showed an overspeed on the left engine, approximately 2725 RPM.",var
1287,Found a loose rivet on the left baffle during inspection.,var
1287,A rivet is loose on the right baffle — needs to be tightened or replaced.,var
1287,"Loose rivet observed on baffle #2, left side.",var
1287,One rivet on the right-side baffle came loose.,var
1346,Left engine outboard bulkhead has a crack next to the lower attachment holes.,var
1346,Found a crack by the lower attach holes on the outboard bulkhead of the right engine.,var
1346,Crack noted at left engine O/B bulkhead beside the lower attachment holes.,var
1346,The outboard bulkhead of the right engine is cracked adjacent to the lower attach holes.,var
1349,During engine start-up the engine made a loud grinding noise and the direction indicator was noted.,var
1349,"When I started the engine it produced a loud grinding sound, and I noticed the direction indicator.",var
1349,At start-up the engine emitted a loud grinding noise; direction indicator observed.,var
1349,Engine start resulted in a loud grinding noise — direction indicator seen.,var
1353,Right engine carburetor air box is loose.,var
1353,The carburetor airbox on the left engine was found loose during inspection.,var
1353,Carburetor air-box loose on engine No. 2.,var
1353,Loose airbox at the carburetor of the right-hand engine.,var
1360,Baffle seals on cylinders #1 and #4 need to be secured.,var
1360,The seals around the baffles at cylinders 2 and 4 are loose — please fasten them.,var
1360,Secure the baffle seals on cylinder 4 and cylinder 1 during the next service.,var
1360,Left-side baffle seals on cylinders #3 and #4 must be secured.,var
1361,Remove the serviceable engine assembly and prepare it for transport.,var
1361,Take off the usable engine assembly and ready it for shipment.,var
1361,The serviceable engine assembly is to be removed to get it ready for transport.,var
1361,Extract the serviceable engine assembly and package it for transport.,var
1380,Engine-to-firewall grounding points are loose and need tightening.,var
1380,Found loose grounding points on the engine and firewall during inspection.,var
1380,The ground straps between the firewall and engine are coming loose.,var
1380,Loose bonding lugs at the firewall and on the engine require securing.,var
1384,"During the shutdown checklist, when the throttle was set to idle, the engine stopped.",var
1384,"While doing the shutdown checks and pulling the throttle to idle, the engine died.",var
1384,"With the throttle placed at idle during shutdown, the engine came to a stop.",var
1384,Throttle moved to idle during shutdown caused the engine to shut down.,var
1390,A rivet was found loose at the aft-center baffle.,var
1390,Found a loose rivet in the baffle at the center rear.,var
1390,"Loose rivet located at the baffle, aft center section.",var
1390,The center-rear baffle has a loose rivet that requires attention.,var
1391,Cylinder #3 compression checked at 20/80.,var
1391,Compression on cylinder four read 20 psi out of 80 during the test.,var
1391,Found a low compression reading of 20/80 on cyl. #2.,var
1391,Cyl 4 recorded 20 over 80 compression.,var
1405,Left engine baffle seals on cylinders 2 and 4 are loose.,var
1405,Found the right engine’s side baffle seals coming loose on cylinders 1 and 3.,var
1405,Loose baffle seals were noted on the left engine at the #4 and #2 sides.,var
1405,Right engine baffle seals on positions 3 & 1 are loose.,var
1413,The rivets on the right aft baffle mount are sheared.,var
1413,Found the rear baffle mount on the left with its rivets sheared off.,var
1413,Sheared rivets were discovered at the aft baffle mounting on the right side.,var
1413,"Rivets at the rear baffle mount have sheared, mounting is compromised.",var
1414,The left engine’s left aft baffle angle bracket is cracked.,var
1414,Found a crack in the aft baffle angle bracket on the left side of the left engine.,var
1414,"Right engine, right aft baffle angle bracket cracked — requires repair.",var
1414,A crack was detected in the right aft baffle angle bracket of the right engine.,var
1423,The hose clamp on the #2 induction tube is broken.,var
1423,Found a fractured hose clamp on the #3 induction tube during inspection.,var
1423,Induction tube clamp on engine #1 has failed and is broken.,var
1423,Broken hose clamp noted on the #4 induction tube.,var
1424,The right forward upper baffle seal needs to be resecured.,var
1424,Reseat and secure the forward upper baffle seal on the left side.,var
1424,Forward upper baffle seal on the right requires reattachment and proper securing.,var
1424,Found the forward upper baffle seal loose on the left — secure it again.,var
1454,A crack was found in the forward baffle beneath the heat-shroud air intake.,var
1454,The front baffle is cracked right under the heat shroud where the air comes in.,var
1454,Forward baffle cracked under the heat shroud air-intake area.,var
1454,Inspection revealed a split in the forward baffle located below the heat shroud's air intake.,var
1455,Rear right engine baffle bracket rivets are loose and require attention.,var
1455,Found loose rivets on the rear left engine baffle bracket during the inspection.,var
1455,"On #2 engine, the rear baffle bracket rivets were noted loose.",var
1455,Loose rivets detected at the rear baffle bracket of the right-side engine — secure or replace as needed.,var
1458,The #2 cylinder rocker cover is missing a screw.,var
1458,Missing screw on the rocker box of cylinder No. 1.,var
1458,The left-side rocker cover on cylinder 3 is without a fastener.,var
1458,One screw has come out of the rocker cover on cylinder two.,var
1482,The rocker cover gasket on cylinder #4 needs to be replaced.,var
1482,Replace the cylinder #3 rocker box gasket — it's worn out.,var
1482,Rocker cover seal at cylinder no. 5 is deteriorated and requires replacement.,var
1482,Cylinder 2's valve/rocker cover gasket should be removed and replaced.,var
1489,Left engine will not start.,var
1489,Right engine won't start.,var
1489,No start on engine No. 1 (left).,var
1489,Engine 2 fails to crank.,var
1490,Found grass inside the particle separator during inspection.,var
1490,The particle separator is packed with grass.,var
1490,Grass was discovered lodged in the particle separator.,var
1490,There’s grass clogging the particle separator unit.,var
1493,Screws securing the rocker covers on cylinders #2 and #4 are loose.,var
1493,Found the rocker-cover screws loose on cylinders #4 and #2 during inspection.,var
1493,Rocker cover fasteners on cylinders 2 & 4 are loose and need tightening.,var
1493,Loose valve-cover screws detected on cylinders #2 and #4 — tighten before next flight.,var
1494,"Left baffle plug hole is elongated, showing oval wear.",var
1494,The plug opening in the right baffle has stretched into an oval shape.,var
1494,Found an elongated plug hole on the left baffle during inspection.,var
1494,The plug hole in the right-hand baffle is ovalized and worn.,var
1496,The No. 3 intake is leaking into the oil sump.,var
1496,Found the #4 intake leaking at the oil sump.,var
1496,Intake leak detected at the oil sump on engine 2.,var
1496,Engine 1 intake leaking into the sump — requires repair.,var
1527,The aft baffle tab on engine #3 is loose.,var
1527,Found the rear baffle tab on engine #2 hanging loose.,var
1527,Engine #4 has a loose aft baffle tab.,var
1527,Aft baffle tab loose on #1 engine.,var
1537,An oil leak was found at the hoisting loop of the right engine.,var
1537,There's oil dripping from the hoisting lug on the left engine.,var
1537,Engine #2 shows oil seepage at the hoist eye.,var
1537,Right-hand engine leaking oil from the hoist attach point.,var
1554,The top bolt on the engine case is leaking.,var
1554,There's an oil leak coming from the upper bolt of the engine case.,var
1554,Inspection found leakage at the engine case top bolt.,var
1554,Found the topmost engine-case bolt seeping oil.,var
1580,Propeller overspeed reached 2770 RPM and persisted for over 3 seconds.,var
1580,The prop spiked to about 2765 rpm and stayed oversped for roughly three seconds.,var
1580,Recorded prop overspeed: 2780 RPM sustained for approximately 4 seconds.,var
1580,Prop overspeed 2775 RPM for >3 s.,var
1581,Fasteners were missing from the #4 baffle assembly.,var
1581,Found hardware gone from the left baffle during the check.,var
1581,Hardware missing on baffle No.2 noted during inspection.,var
1581,The #3 baffle is missing its bolts and screws.,var
1584,Cylinder 1 exhaust valve failed; exhaust clearance measured 0.040 in.,var
1584,The exhaust valve on cylinder 3 gave out — clearance was about .030 inches.,var
1584,Exhaust valve failure observed on cylinder 2; exhaust clearance noted at 0.035 in.,var
1584,"Found a failed exhaust valve on cylinder 4, with exhaust clearance approximated at .045 in.",var
1597,The access hole in the left engine baffle has become elongated.,var
1597,The baffle access opening on the right engine is stretched and ovalized.,var
1597,Access hole on the #1 engine baffle shows elongation.,var
1597,Found the #2 engine baffle access hole oversized and elongated.,var
1599,Left engine center case bolt is leaking oil.,var
1599,Oil leak observed at the center-case bolt of the #2 engine.,var
1599,Found oil seeping from the center-case bolt on the right engine.,var
1599,Center-case bolt on the left-hand engine is weeping oil at the joint.,var
1605,Engine running rough.,var
1605,Observed rough-running engine during ground check.,var
1605,Engine exhibiting uneven operation and misfires.,var
1605,Noted rough engine performance; feels unsteady.,var
1612,Suspected crack in cylinder No. 1 of the right engine.,var
1612,Looks like the left engine’s #2 cylinder may be cracked.,var
1612,Inspection indicates a possible crack in the #3 cylinder on the right-hand engine.,var
1612,Possible crack found in cylinder 4 of the left engine.,var
