sentence1,sentence2,label
INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,CRANKSHAFT INSPECTED; GOUGING WAS DETECTED BEHIND THE CRANKSHAFT.,1
INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,DURING INSPECTION WE LOCATED GOUGING ON THE AFT PORTION OF THE CRANKSHAFT.,1
INSPECTION REVEALED GOUGING ON THE REAR SECTION OF THE CRANKSHAFT.,I CHECKED IT AND FOUND THE CRANKSHAFT HAD GOUGES ON THE BACK SIDE.,1
INSPECTION REVEALED GOUGING ON THE REAR SECTION OF THE CRANKSHAFT.,CRANKSHAFT INSPECTED; GOUGING WAS DETECTED BEHIND THE CRANKSHAFT.,1
INSPECTION REVEALED GOUGING ON THE REAR SECTION OF THE CRANKSHAFT.,DURING INSPECTION WE LOCATED GOUGING ON THE AFT PORTION OF THE CRANKSHAFT.,1
I CHECKED IT AND FOUND THE CRANKSHAFT HAD GOUGES ON THE BACK SIDE.,CRANKSHAFT INSPECTED; GOUGING WAS DETECTED BEHIND THE CRANKSHAFT.,1
I CHECKED IT AND FOUND THE CRANKSHAFT HAD GOUGES ON THE BACK SIDE.,DURING INSPECTION WE LOCATED GOUGING ON THE AFT PORTION OF THE CRANKSHAFT.,1
CRANKSHAFT INSPECTED; GOUGING WAS DETECTED BEHIND THE CRANKSHAFT.,DURING INSPECTION WE LOCATED GOUGING ON THE AFT PORTION OF THE CRANKSHAFT.,1
"LEFT ENGINE, LEFT REAR BAFFLE SECTION NEEDS REPAIR.",LEFT ENGINE LEFT-REAR BAFFLE SECTION REQUIRES REPAIR.,1
"LEFT ENGINE, LEFT REAR BAFFLE SECTION NEEDS REPAIR.",THE RIGHT ENGINE’S LEFT REAR BAFFLE SECTION NEEDS WORK.,1
"LEFT ENGINE, LEFT REAR BAFFLE SECTION NEEDS REPAIR.",REPAIR NEEDED ON THE LEFT-HAND ENGINE’S REAR BAFFLE (LEFT SECTION).,1
"LEFT ENGINE, LEFT REAR BAFFLE SECTION NEEDS REPAIR.",ENGINE #1 LEFT REAR BAFFLE SECTION FOUND DAMAGED AND MUST BE REPAIRED.,1
LEFT ENGINE LEFT-REAR BAFFLE SECTION REQUIRES REPAIR.,THE RIGHT ENGINE’S LEFT REAR BAFFLE SECTION NEEDS WORK.,1
LEFT ENGINE LEFT-REAR BAFFLE SECTION REQUIRES REPAIR.,REPAIR NEEDED ON THE LEFT-HAND ENGINE’S REAR BAFFLE (LEFT SECTION).,1
LEFT ENGINE LEFT-REAR BAFFLE SECTION REQUIRES REPAIR.,ENGINE #1 LEFT REAR BAFFLE SECTION FOUND DAMAGED AND MUST BE REPAIRED.,1
THE RIGHT ENGINE’S LEFT REAR BAFFLE SECTION NEEDS WORK.,REPAIR NEEDED ON THE LEFT-HAND ENGINE’S REAR BAFFLE (LEFT SECTION).,1
THE RIGHT ENGINE’S LEFT REAR BAFFLE SECTION NEEDS WORK.,ENGINE #1 LEFT REAR BAFFLE SECTION FOUND DAMAGED AND MUST BE REPAIRED.,1
REPAIR NEEDED ON THE LEFT-HAND ENGINE’S REAR BAFFLE (LEFT SECTION).,ENGINE #1 LEFT REAR BAFFLE SECTION FOUND DAMAGED AND MUST BE REPAIRED.,1
RIGHT NACELLE VENT HAS BENT FLANGE.,THE RIGHT NACELLE VENT FLANGE IS BENT.,1
RIGHT NACELLE VENT HAS BENT FLANGE.,FOUND A BENT FLANGE ON THE LEFT NACELLE VENT DURING INSPECTION.,1
RIGHT NACELLE VENT HAS BENT FLANGE.,RIGHT-HAND NACELLE VENT SHOWS FLANGE DEFORMATION AND NEEDS ATTENTION.,1
RIGHT NACELLE VENT HAS BENT FLANGE.,THE NACELLE VENT ON THE LEFT SIDE HAS A BENT FLANGE; REPAIR RECOMMENDED.,1
THE RIGHT NACELLE VENT FLANGE IS BENT.,FOUND A BENT FLANGE ON THE LEFT NACELLE VENT DURING INSPECTION.,1
THE RIGHT NACELLE VENT FLANGE IS BENT.,RIGHT-HAND NACELLE VENT SHOWS FLANGE DEFORMATION AND NEEDS ATTENTION.,1
THE RIGHT NACELLE VENT FLANGE IS BENT.,THE NACELLE VENT ON THE LEFT SIDE HAS A BENT FLANGE; REPAIR RECOMMENDED.,1
FOUND A BENT FLANGE ON THE LEFT NACELLE VENT DURING INSPECTION.,RIGHT-HAND NACELLE VENT SHOWS FLANGE DEFORMATION AND NEEDS ATTENTION.,1
FOUND A BENT FLANGE ON THE LEFT NACELLE VENT DURING INSPECTION.,THE NACELLE VENT ON THE LEFT SIDE HAS A BENT FLANGE; REPAIR RECOMMENDED.,1
RIGHT-HAND NACELLE VENT SHOWS FLANGE DEFORMATION AND NEEDS ATTENTION.,THE NACELLE VENT ON THE LEFT SIDE HAS A BENT FLANGE; REPAIR RECOMMENDED.,1
RIGHT ENGINE FIREWALL HAS SMALL MARKS BEHIND START/GEN COOLING TU,THE RIGHT ENGINE FIREWALL SHOWS SMALL ABRASION MARKS BEHIND THE START/GENERATOR COOLING TUBE.,1
RIGHT ENGINE FIREWALL HAS SMALL MARKS BEHIND START/GEN COOLING TU,FOUND TINY SCUFFS ON THE LEFT ENGINE FIREWALL JUST AFT OF THE STARTER/GEN COOLING TUBE.,1
RIGHT ENGINE FIREWALL HAS SMALL MARKS BEHIND START/GEN COOLING TU,SMALL MARKS NOTED ON THE NO. 2 ENGINE FIREWALL BEHIND THE START/GEN COOLING DUCT.,1
RIGHT ENGINE FIREWALL HAS SMALL MARKS BEHIND START/GEN COOLING TU,THERE ARE LIGHT MARKS ON THE RIGHT-SIDE FIREWALL IMMEDIATELY AFT OF THE STARTER/GENERATOR COOLING TUBE.,1
THE RIGHT ENGINE FIREWALL SHOWS SMALL ABRASION MARKS BEHIND THE START/GENERATOR COOLING TUBE.,FOUND TINY SCUFFS ON THE LEFT ENGINE FIREWALL JUST AFT OF THE STARTER/GEN COOLING TUBE.,1
THE RIGHT ENGINE FIREWALL SHOWS SMALL ABRASION MARKS BEHIND THE START/GENERATOR COOLING TUBE.,SMALL MARKS NOTED ON THE NO. 2 ENGINE FIREWALL BEHIND THE START/GEN COOLING DUCT.,1
THE RIGHT ENGINE FIREWALL SHOWS SMALL ABRASION MARKS BEHIND THE START/GENERATOR COOLING TUBE.,THERE ARE LIGHT MARKS ON THE RIGHT-SIDE FIREWALL IMMEDIATELY AFT OF THE STARTER/GENERATOR COOLING TUBE.,1
FOUND TINY SCUFFS ON THE LEFT ENGINE FIREWALL JUST AFT OF THE STARTER/GEN COOLING TUBE.,SMALL MARKS NOTED ON THE NO. 2 ENGINE FIREWALL BEHIND THE START/GEN COOLING DUCT.,1
FOUND TINY SCUFFS ON THE LEFT ENGINE FIREWALL JUST AFT OF THE STARTER/GEN COOLING TUBE.,THERE ARE LIGHT MARKS ON THE RIGHT-SIDE FIREWALL IMMEDIATELY AFT OF THE STARTER/GENERATOR COOLING TUBE.,1
SMALL MARKS NOTED ON THE NO. 2 ENGINE FIREWALL BEHIND THE START/GEN COOLING DUCT.,THERE ARE LIGHT MARKS ON THE RIGHT-SIDE FIREWALL IMMEDIATELY AFT OF THE STARTER/GENERATOR COOLING TUBE.,1
RIGHT ENGINE #4 INTAKE TUBE IS CRACKED.,THE RIGHT ENGINE'S NO. 3 INTAKE TUBE WAS FOUND CRACKED.,1
RIGHT ENGINE #4 INTAKE TUBE IS CRACKED.,LEFT ENGINE #4 INTAKE DUCT SHOWS A VISIBLE CRACK.,1
RIGHT ENGINE #4 INTAKE TUBE IS CRACKED.,NO. 2 INTAKE TUBE ON THE RIGHT ENGINE HAS A CRACK.,1
RIGHT ENGINE #4 INTAKE TUBE IS CRACKED.,"INTAKE TUBE CRACKED ON THE LEFT ENGINE, NUMBER 1.",1
THE RIGHT ENGINE'S NO. 3 INTAKE TUBE WAS FOUND CRACKED.,LEFT ENGINE #4 INTAKE DUCT SHOWS A VISIBLE CRACK.,1
THE RIGHT ENGINE'S NO. 3 INTAKE TUBE WAS FOUND CRACKED.,NO. 2 INTAKE TUBE ON THE RIGHT ENGINE HAS A CRACK.,1
THE RIGHT ENGINE'S NO. 3 INTAKE TUBE WAS FOUND CRACKED.,"INTAKE TUBE CRACKED ON THE LEFT ENGINE, NUMBER 1.",1
LEFT ENGINE #4 INTAKE DUCT SHOWS A VISIBLE CRACK.,NO. 2 INTAKE TUBE ON THE RIGHT ENGINE HAS A CRACK.,1
LEFT ENGINE #4 INTAKE DUCT SHOWS A VISIBLE CRACK.,"INTAKE TUBE CRACKED ON THE LEFT ENGINE, NUMBER 1.",1
NO. 2 INTAKE TUBE ON THE RIGHT ENGINE HAS A CRACK.,"INTAKE TUBE CRACKED ON THE LEFT ENGINE, NUMBER 1.",1
"WHILE IN LEVEL FLIGHT, AFTER PERFORMING A FEW HIGH POWER MANUAL","WHILE IN LEVEL FLIGHT, AFTER PERFORMING A FEW HIGH‑POWER MANUAL POWER CHECKS, THE TEST WAS COMPLETED.",1
"WHILE IN LEVEL FLIGHT, AFTER PERFORMING A FEW HIGH POWER MANUAL","DURING STRAIGHT-AND-LEVEL FLIGHT, ONCE SEVERAL HIGH‑POWER MANUAL ADJUSTMENTS WERE MADE, THE PROCEDURE CONTINUED.",1
"WHILE IN LEVEL FLIGHT, AFTER PERFORMING A FEW HIGH POWER MANUAL","IN LEVEL FLIGHT, AFTER DOING A COUPLE OF HIGH‑POWER MANUAL THROTTLE CHANGES, THE CREW MOVED ON WITH THE CHECK.",1
"WHILE IN LEVEL FLIGHT, AFTER PERFORMING A FEW HIGH POWER MANUAL","WHILE FLYING LEVEL AND FOLLOWING A FEW HIGH‑POWER MANUAL INPUTS, THE MANUAL POWER CHECK WAS FINISHED.",1
"WHILE IN LEVEL FLIGHT, AFTER PERFORMING A FEW HIGH‑POWER MANUAL POWER CHECKS, THE TEST WAS COMPLETED.","DURING STRAIGHT-AND-LEVEL FLIGHT, ONCE SEVERAL HIGH‑POWER MANUAL ADJUSTMENTS WERE MADE, THE PROCEDURE CONTINUED.",1
"WHILE IN LEVEL FLIGHT, AFTER PERFORMING A FEW HIGH‑POWER MANUAL POWER CHECKS, THE TEST WAS COMPLETED.","IN LEVEL FLIGHT, AFTER DOING A COUPLE OF HIGH‑POWER MANUAL THROTTLE CHANGES, THE CREW MOVED ON WITH THE CHECK.",1
"WHILE IN LEVEL FLIGHT, AFTER PERFORMING A FEW HIGH‑POWER MANUAL POWER CHECKS, THE TEST WAS COMPLETED.","WHILE FLYING LEVEL AND FOLLOWING A FEW HIGH‑POWER MANUAL INPUTS, THE MANUAL POWER CHECK WAS FINISHED.",1
"DURING STRAIGHT-AND-LEVEL FLIGHT, ONCE SEVERAL HIGH‑POWER MANUAL ADJUSTMENTS WERE MADE, THE PROCEDURE CONTINUED.","IN LEVEL FLIGHT, AFTER DOING A COUPLE OF HIGH‑POWER MANUAL THROTTLE CHANGES, THE CREW MOVED ON WITH THE CHECK.",1
"DURING STRAIGHT-AND-LEVEL FLIGHT, ONCE SEVERAL HIGH‑POWER MANUAL ADJUSTMENTS WERE MADE, THE PROCEDURE CONTINUED.","WHILE FLYING LEVEL AND FOLLOWING A FEW HIGH‑POWER MANUAL INPUTS, THE MANUAL POWER CHECK WAS FINISHED.",1
"IN LEVEL FLIGHT, AFTER DOING A COUPLE OF HIGH‑POWER MANUAL THROTTLE CHANGES, THE CREW MOVED ON WITH THE CHECK.","WHILE FLYING LEVEL AND FOLLOWING A FEW HIGH‑POWER MANUAL INPUTS, THE MANUAL POWER CHECK WAS FINISHED.",1
BOLT LEAKING ON TOP OF CASE HALVES.,OIL IS SEEPING FROM THE BOLT ON TOP OF THE CASE HALVES.,1
BOLT LEAKING ON TOP OF CASE HALVES.,THERE’S A LEAK AT THE TOP-CASE BOLT WHERE THE TWO HALVES JOIN.,1
BOLT LEAKING ON TOP OF CASE HALVES.,FOUND THE BOLT ON THE UPPER CASE HALF LEAKING OIL.,1
BOLT LEAKING ON TOP OF CASE HALVES.,THE BOLT AT THE TOP OF THE CASE HALF SEAM IS LEAKING.,1
OIL IS SEEPING FROM THE BOLT ON TOP OF THE CASE HALVES.,THERE’S A LEAK AT THE TOP-CASE BOLT WHERE THE TWO HALVES JOIN.,1
OIL IS SEEPING FROM THE BOLT ON TOP OF THE CASE HALVES.,FOUND THE BOLT ON THE UPPER CASE HALF LEAKING OIL.,1
OIL IS SEEPING FROM THE BOLT ON TOP OF THE CASE HALVES.,THE BOLT AT THE TOP OF THE CASE HALF SEAM IS LEAKING.,1
THERE’S A LEAK AT THE TOP-CASE BOLT WHERE THE TWO HALVES JOIN.,FOUND THE BOLT ON THE UPPER CASE HALF LEAKING OIL.,1
THERE’S A LEAK AT THE TOP-CASE BOLT WHERE THE TWO HALVES JOIN.,THE BOLT AT THE TOP OF THE CASE HALF SEAM IS LEAKING.,1
FOUND THE BOLT ON THE UPPER CASE HALF LEAKING OIL.,THE BOLT AT THE TOP OF THE CASE HALF SEAM IS LEAKING.,1
UPPER OIL LINE TO OIL COOLER ADEL CLAMP BROKEN.,THE ADEL CLAMP THAT SECURES THE UPPER OIL LINE TO THE OIL COOLER IS BROKEN.,1
UPPER OIL LINE TO OIL COOLER ADEL CLAMP BROKEN.,FOUND THE UPPER OIL-LINE ADEL CLAMP TO THE OIL COOLER SNAPPED DURING INSPECTION.,1
UPPER OIL LINE TO OIL COOLER ADEL CLAMP BROKEN.,UPPER OIL LINE TO OIL COOLER — ADEL CLAMP HAS FAILED.,1
UPPER OIL LINE TO OIL COOLER ADEL CLAMP BROKEN.,THE ADEL CLAMP ON THE UPPER OIL FEED TO THE OIL COOLER IS FRACTURED AND NEEDS REPLACEMENT.,1
THE ADEL CLAMP THAT SECURES THE UPPER OIL LINE TO THE OIL COOLER IS BROKEN.,FOUND THE UPPER OIL-LINE ADEL CLAMP TO THE OIL COOLER SNAPPED DURING INSPECTION.,1
THE ADEL CLAMP THAT SECURES THE UPPER OIL LINE TO THE OIL COOLER IS BROKEN.,UPPER OIL LINE TO OIL COOLER — ADEL CLAMP HAS FAILED.,1
THE ADEL CLAMP THAT SECURES THE UPPER OIL LINE TO THE OIL COOLER IS BROKEN.,THE ADEL CLAMP ON THE UPPER OIL FEED TO THE OIL COOLER IS FRACTURED AND NEEDS REPLACEMENT.,1
FOUND THE UPPER OIL-LINE ADEL CLAMP TO THE OIL COOLER SNAPPED DURING INSPECTION.,UPPER OIL LINE TO OIL COOLER — ADEL CLAMP HAS FAILED.,1
FOUND THE UPPER OIL-LINE ADEL CLAMP TO THE OIL COOLER SNAPPED DURING INSPECTION.,THE ADEL CLAMP ON THE UPPER OIL FEED TO THE OIL COOLER IS FRACTURED AND NEEDS REPLACEMENT.,1
UPPER OIL LINE TO OIL COOLER — ADEL CLAMP HAS FAILED.,THE ADEL CLAMP ON THE UPPER OIL FEED TO THE OIL COOLER IS FRACTURED AND NEEDS REPLACEMENT.,1
ON START; HEARD A CLICK AS MAGS TRIED TO TURN OVER.,"DURING START, A DISTINCT CLICK WAS HEARD AS THE MAGNETOS TRIED TO TURN OVER.",1
ON START; HEARD A CLICK AS MAGS TRIED TO TURN OVER.,"ON CRANKING, HEARD A CLICK WHEN THE MAGS ATTEMPTED TO SPIN THE ENGINE.",1
ON START; HEARD A CLICK AS MAGS TRIED TO TURN OVER.,AT ENGINE START THE MAGNETOS MADE A CLICKING NOISE WHILE TRYING TO ROTATE OVER.,1
ON START; HEARD A CLICK AS MAGS TRIED TO TURN OVER.,HEARD A CLICK DURING STARTER OPERATION AS THE MAGS STRUGGLED TO TURN.,1
"DURING START, A DISTINCT CLICK WAS HEARD AS THE MAGNETOS TRIED TO TURN OVER.","ON CRANKING, HEARD A CLICK WHEN THE MAGS ATTEMPTED TO SPIN THE ENGINE.",1
"DURING START, A DISTINCT CLICK WAS HEARD AS THE MAGNETOS TRIED TO TURN OVER.",AT ENGINE START THE MAGNETOS MADE A CLICKING NOISE WHILE TRYING TO ROTATE OVER.,1
"DURING START, A DISTINCT CLICK WAS HEARD AS THE MAGNETOS TRIED TO TURN OVER.",HEARD A CLICK DURING STARTER OPERATION AS THE MAGS STRUGGLED TO TURN.,1
"ON CRANKING, HEARD A CLICK WHEN THE MAGS ATTEMPTED TO SPIN THE ENGINE.",AT ENGINE START THE MAGNETOS MADE A CLICKING NOISE WHILE TRYING TO ROTATE OVER.,1
"ON CRANKING, HEARD A CLICK WHEN THE MAGS ATTEMPTED TO SPIN THE ENGINE.",HEARD A CLICK DURING STARTER OPERATION AS THE MAGS STRUGGLED TO TURN.,1
AT ENGINE START THE MAGNETOS MADE A CLICKING NOISE WHILE TRYING TO ROTATE OVER.,HEARD A CLICK DURING STARTER OPERATION AS THE MAGS STRUGGLED TO TURN.,1
"DURING PREFLIGHT, WHEN ENGINE COVER WAS REMOVED, OIL OBSERVE","DURING PREFLIGHT, WHEN THE ENGINE COWLING WAS REMOVED, OIL WAS OBSERVED ON THE ENGINE.",1
"DURING PREFLIGHT, WHEN ENGINE COVER WAS REMOVED, OIL OBSERVE","WHILE REMOVING THE ENGINE COVER FOR THE PREFLIGHT CHECK, I NOTICED OIL PRESENT.",1
"DURING PREFLIGHT, WHEN ENGINE COVER WAS REMOVED, OIL OBSERVE",OIL WAS FOUND DURING PREFLIGHT AFTER THE ENGINE COVER WAS TAKEN OFF.,1
"DURING PREFLIGHT, WHEN ENGINE COVER WAS REMOVED, OIL OBSERVE",FOUND OIL ON THE ENGINE WHEN THE COVER CAME OFF DURING THE PREFLIGHT.,1
"DURING PREFLIGHT, WHEN THE ENGINE COWLING WAS REMOVED, OIL WAS OBSERVED ON THE ENGINE.","WHILE REMOVING THE ENGINE COVER FOR THE PREFLIGHT CHECK, I NOTICED OIL PRESENT.",1
"DURING PREFLIGHT, WHEN THE ENGINE COWLING WAS REMOVED, OIL WAS OBSERVED ON THE ENGINE.",OIL WAS FOUND DURING PREFLIGHT AFTER THE ENGINE COVER WAS TAKEN OFF.,1
"DURING PREFLIGHT, WHEN THE ENGINE COWLING WAS REMOVED, OIL WAS OBSERVED ON THE ENGINE.",FOUND OIL ON THE ENGINE WHEN THE COVER CAME OFF DURING THE PREFLIGHT.,1
"WHILE REMOVING THE ENGINE COVER FOR THE PREFLIGHT CHECK, I NOTICED OIL PRESENT.",OIL WAS FOUND DURING PREFLIGHT AFTER THE ENGINE COVER WAS TAKEN OFF.,1
"WHILE REMOVING THE ENGINE COVER FOR THE PREFLIGHT CHECK, I NOTICED OIL PRESENT.",FOUND OIL ON THE ENGINE WHEN THE COVER CAME OFF DURING THE PREFLIGHT.,1
OIL WAS FOUND DURING PREFLIGHT AFTER THE ENGINE COVER WAS TAKEN OFF.,FOUND OIL ON THE ENGINE WHEN THE COVER CAME OFF DURING THE PREFLIGHT.,1
LEFT ENGINE FAILED 3 TIMES AFTER COMING TO A STOP AFTER LANDING.,THE LEFT ENGINE SHUT DOWN THREE TIMES AFTER WE CAME TO A STOP FOLLOWING LANDING.,1
LEFT ENGINE FAILED 3 TIMES AFTER COMING TO A STOP AFTER LANDING.,"AFTER LANDING AND STOPPING, THE RIGHT ENGINE STALLED TWICE.",1
LEFT ENGINE FAILED 3 TIMES AFTER COMING TO A STOP AFTER LANDING.,"ONCE THE AIRPLANE STOPPED AFTER TOUCHDOWN, THE LEFT ENGINE FAILED ON 4 OCCASIONS.",1
LEFT ENGINE FAILED 3 TIMES AFTER COMING TO A STOP AFTER LANDING.,"AFTER COMING TO A FULL STOP POST-LANDING, THE RIGHT ENGINE CUT OUT ONE TIME.",1
THE LEFT ENGINE SHUT DOWN THREE TIMES AFTER WE CAME TO A STOP FOLLOWING LANDING.,"AFTER LANDING AND STOPPING, THE RIGHT ENGINE STALLED TWICE.",1
THE LEFT ENGINE SHUT DOWN THREE TIMES AFTER WE CAME TO A STOP FOLLOWING LANDING.,"ONCE THE AIRPLANE STOPPED AFTER TOUCHDOWN, THE LEFT ENGINE FAILED ON 4 OCCASIONS.",1
THE LEFT ENGINE SHUT DOWN THREE TIMES AFTER WE CAME TO A STOP FOLLOWING LANDING.,"AFTER COMING TO A FULL STOP POST-LANDING, THE RIGHT ENGINE CUT OUT ONE TIME.",1
"AFTER LANDING AND STOPPING, THE RIGHT ENGINE STALLED TWICE.","ONCE THE AIRPLANE STOPPED AFTER TOUCHDOWN, THE LEFT ENGINE FAILED ON 4 OCCASIONS.",1
"AFTER LANDING AND STOPPING, THE RIGHT ENGINE STALLED TWICE.","AFTER COMING TO A FULL STOP POST-LANDING, THE RIGHT ENGINE CUT OUT ONE TIME.",1
"ONCE THE AIRPLANE STOPPED AFTER TOUCHDOWN, THE LEFT ENGINE FAILED ON 4 OCCASIONS.","AFTER COMING TO A FULL STOP POST-LANDING, THE RIGHT ENGINE CUT OUT ONE TIME.",1
RIGHT REAR BAFFLE INSP HOLE WORN.,THE INSPECTION HOLE IN THE RIGHT REAR BAFFLE IS WORN.,1
RIGHT REAR BAFFLE INSP HOLE WORN.,WORN INSPECTION HOLE FOUND ON THE LEFT REAR BAFFLE.,1
RIGHT REAR BAFFLE INSP HOLE WORN.,THE RIGHT‑AFT BAFFLE’S INSP HOLE SHOWS NOTICEABLE WEAR.,1
RIGHT REAR BAFFLE INSP HOLE WORN.,NO. 2 REAR BAFFLE INSPECTION HOLE IS WORN.,1
THE INSPECTION HOLE IN THE RIGHT REAR BAFFLE IS WORN.,WORN INSPECTION HOLE FOUND ON THE LEFT REAR BAFFLE.,1
THE INSPECTION HOLE IN THE RIGHT REAR BAFFLE IS WORN.,THE RIGHT‑AFT BAFFLE’S INSP HOLE SHOWS NOTICEABLE WEAR.,1
THE INSPECTION HOLE IN THE RIGHT REAR BAFFLE IS WORN.,NO. 2 REAR BAFFLE INSPECTION HOLE IS WORN.,1
WORN INSPECTION HOLE FOUND ON THE LEFT REAR BAFFLE.,THE RIGHT‑AFT BAFFLE’S INSP HOLE SHOWS NOTICEABLE WEAR.,1
WORN INSPECTION HOLE FOUND ON THE LEFT REAR BAFFLE.,NO. 2 REAR BAFFLE INSPECTION HOLE IS WORN.,1
THE RIGHT‑AFT BAFFLE’S INSP HOLE SHOWS NOTICEABLE WEAR.,NO. 2 REAR BAFFLE INSPECTION HOLE IS WORN.,1
BLACK FORWARD COWL (ENGINE) SEAL WORN BY INTAKE FILTER.,THE BLACK FORWARD ENGINE COWL SEAL IS WORN FROM CONTACT WITH THE INTAKE FILTER.,1
BLACK FORWARD COWL (ENGINE) SEAL WORN BY INTAKE FILTER.,FOUND ABRASION ON THE BLACK FORWARD COWL SEAL CAUSED BY THE INTAKE FILTER RUBBING.,1
BLACK FORWARD COWL (ENGINE) SEAL WORN BY INTAKE FILTER.,THE INTAKE FILTER HAS WORN THE FORWARD SEAL ON THE BLACK ENGINE COWL.,1
BLACK FORWARD COWL (ENGINE) SEAL WORN BY INTAKE FILTER.,THE FORWARD COWL SEAL (BLACK) SHOWS WEAR DUE TO THE INTAKE FILTER.,1
THE BLACK FORWARD ENGINE COWL SEAL IS WORN FROM CONTACT WITH THE INTAKE FILTER.,FOUND ABRASION ON THE BLACK FORWARD COWL SEAL CAUSED BY THE INTAKE FILTER RUBBING.,1
THE BLACK FORWARD ENGINE COWL SEAL IS WORN FROM CONTACT WITH THE INTAKE FILTER.,THE INTAKE FILTER HAS WORN THE FORWARD SEAL ON THE BLACK ENGINE COWL.,1
THE BLACK FORWARD ENGINE COWL SEAL IS WORN FROM CONTACT WITH THE INTAKE FILTER.,THE FORWARD COWL SEAL (BLACK) SHOWS WEAR DUE TO THE INTAKE FILTER.,1
FOUND ABRASION ON THE BLACK FORWARD COWL SEAL CAUSED BY THE INTAKE FILTER RUBBING.,THE INTAKE FILTER HAS WORN THE FORWARD SEAL ON THE BLACK ENGINE COWL.,1
FOUND ABRASION ON THE BLACK FORWARD COWL SEAL CAUSED BY THE INTAKE FILTER RUBBING.,THE FORWARD COWL SEAL (BLACK) SHOWS WEAR DUE TO THE INTAKE FILTER.,1
THE INTAKE FILTER HAS WORN THE FORWARD SEAL ON THE BLACK ENGINE COWL.,THE FORWARD COWL SEAL (BLACK) SHOWS WEAR DUE TO THE INTAKE FILTER.,1
END OF FLIGHT; ENGINE OVERSPEED 3350 THEN TO PARKING.,"END OF FLIGHT — ENGINE OVERSPEEDED TO 3350 RPM, THEN TAXIED TO PARKING.",1
END OF FLIGHT; ENGINE OVERSPEED 3350 THEN TO PARKING.,"FLIGHT ENDED WITH THE ENGINE OVERSPEEDING UP TO ABOUT 3400 RPM, AND WE WENT TO PARKING.",1
END OF FLIGHT; ENGINE OVERSPEED 3350 THEN TO PARKING.,AT THE END OF THE FLIGHT THE ENGINE OVERSPED TO ROUGHLY 3300 RPM; RETURNED TO PARKING AREA.,1
END OF FLIGHT; ENGINE OVERSPEED 3350 THEN TO PARKING.,"AFTER LANDING THE ENGINE REACHED AN OVERSPEED OF 3200 RPM, THEN THE AIRPLANE PROCEEDED TO PARKING.",1
"END OF FLIGHT — ENGINE OVERSPEEDED TO 3350 RPM, THEN TAXIED TO PARKING.","FLIGHT ENDED WITH THE ENGINE OVERSPEEDING UP TO ABOUT 3400 RPM, AND WE WENT TO PARKING.",1
"END OF FLIGHT — ENGINE OVERSPEEDED TO 3350 RPM, THEN TAXIED TO PARKING.",AT THE END OF THE FLIGHT THE ENGINE OVERSPED TO ROUGHLY 3300 RPM; RETURNED TO PARKING AREA.,1
"END OF FLIGHT — ENGINE OVERSPEEDED TO 3350 RPM, THEN TAXIED TO PARKING.","AFTER LANDING THE ENGINE REACHED AN OVERSPEED OF 3200 RPM, THEN THE AIRPLANE PROCEEDED TO PARKING.",1
"FLIGHT ENDED WITH THE ENGINE OVERSPEEDING UP TO ABOUT 3400 RPM, AND WE WENT TO PARKING.",AT THE END OF THE FLIGHT THE ENGINE OVERSPED TO ROUGHLY 3300 RPM; RETURNED TO PARKING AREA.,1
"FLIGHT ENDED WITH THE ENGINE OVERSPEEDING UP TO ABOUT 3400 RPM, AND WE WENT TO PARKING.","AFTER LANDING THE ENGINE REACHED AN OVERSPEED OF 3200 RPM, THEN THE AIRPLANE PROCEEDED TO PARKING.",1
AT THE END OF THE FLIGHT THE ENGINE OVERSPED TO ROUGHLY 3300 RPM; RETURNED TO PARKING AREA.,"AFTER LANDING THE ENGINE REACHED AN OVERSPEED OF 3200 RPM, THEN THE AIRPLANE PROCEEDED TO PARKING.",1
RIGHT ENGINE W/ SUSTAINED OVERSPEED GENERALLY AROUND 2720. A,RIGHT ENGINE EXHIBITED A SUSTAINED OVERSPEED AT APPROXIMATELY 2720 RPM.,1
RIGHT ENGINE W/ SUSTAINED OVERSPEED GENERALLY AROUND 2720. A,"THE LEFT ENGINE KEPT RUNNING IN CONTINUOUS OVERSPEED, ROUGHLY 2730 RPM.",1
RIGHT ENGINE W/ SUSTAINED OVERSPEED GENERALLY AROUND 2720. A,"SUSTAINED OVERSPEED WAS RECORDED ON THE RIGHT ENGINE, ABOUT 2700 RPM.",1
RIGHT ENGINE W/ SUSTAINED OVERSPEED GENERALLY AROUND 2720. A,LEFT ENGINE PERSISTENTLY RAN OVERSPEEDING NEAR 2750 REVOLUTIONS PER MINUTE.,1
RIGHT ENGINE EXHIBITED A SUSTAINED OVERSPEED AT APPROXIMATELY 2720 RPM.,"THE LEFT ENGINE KEPT RUNNING IN CONTINUOUS OVERSPEED, ROUGHLY 2730 RPM.",1
RIGHT ENGINE EXHIBITED A SUSTAINED OVERSPEED AT APPROXIMATELY 2720 RPM.,"SUSTAINED OVERSPEED WAS RECORDED ON THE RIGHT ENGINE, ABOUT 2700 RPM.",1
