sentence1,sentence2,label
THE SIDE BAFFLE ON CYLINDER #3 HAS LOOSE HARDWARE.,LOOSE FASTENERS WERE NOTED ON THE RIGHT SIDE BAFFLE OF CYLINDER 3.,1
THE SIDE BAFFLE ON CYLINDER #3 HAS LOOSE HARDWARE.,CYLINDER 4 SIDE BAFFLE HAS LOOSE HARDWARE.,1
FOUND LOOSE BOLTS ON THE LEFT-SIDE BAFFLE OF CYLINDER 2.,LOOSE FASTENERS WERE NOTED ON THE RIGHT SIDE BAFFLE OF CYLINDER 3.,1
FOUND LOOSE BOLTS ON THE LEFT-SIDE BAFFLE OF CYLINDER 2.,CYLINDER 4 SIDE BAFFLE HAS LOOSE HARDWARE.,1
LOOSE FASTENERS WERE NOTED ON THE RIGHT SIDE BAFFLE OF CYLINDER 3.,CYLINDER 4 SIDE BAFFLE HAS LOOSE HARDWARE.,1
#4 CYLINDER TOP SPARK PLUG ACCESS HOLE ON ENGINE BAFFLE REQUIRES,THE ENGINE BAFFLE TOP SPARK PLUG ACCESS HOLE FOR CYLINDER #4 REQUIRES ENLARGEMENT FOR PROPER PLUG ACCESS.,1
#4 CYLINDER TOP SPARK PLUG ACCESS HOLE ON ENGINE BAFFLE REQUIRES,THE TOP PLUG HOLE IN THE BAFFLE FOR CYLINDER 3 IS TOO SMALL AND NEEDS TO BE OPENED UP.,1
#4 CYLINDER TOP SPARK PLUG ACCESS HOLE ON ENGINE BAFFLE REQUIRES,REWORK REQUIRED: BAFFLE TOP SPARK PLUG ACCESS OPENING ON CYLINDER 2 IS UNDERSIZED.,1
#4 CYLINDER TOP SPARK PLUG ACCESS HOLE ON ENGINE BAFFLE REQUIRES,ENLARGE THE TOP SPARK PLUG ACCESS OPENING IN THE ENGINE BAFFLE FOR CYLINDER 1.,1
THE ENGINE BAFFLE TOP SPARK PLUG ACCESS HOLE FOR CYLINDER #4 REQUIRES ENLARGEMENT FOR PROPER PLUG ACCESS.,THE TOP PLUG HOLE IN THE BAFFLE FOR CYLINDER 3 IS TOO SMALL AND NEEDS TO BE OPENED UP.,1
THE ENGINE BAFFLE TOP SPARK PLUG ACCESS HOLE FOR CYLINDER #4 REQUIRES ENLARGEMENT FOR PROPER PLUG ACCESS.,REWORK REQUIRED: BAFFLE TOP SPARK PLUG ACCESS OPENING ON CYLINDER 2 IS UNDERSIZED.,1
THE ENGINE BAFFLE TOP SPARK PLUG ACCESS HOLE FOR CYLINDER #4 REQUIRES ENLARGEMENT FOR PROPER PLUG ACCESS.,ENLARGE THE TOP SPARK PLUG ACCESS OPENING IN THE ENGINE BAFFLE FOR CYLINDER 1.,1
THE TOP PLUG HOLE IN THE BAFFLE FOR CYLINDER 3 IS TOO SMALL AND NEEDS TO BE OPENED UP.,REWORK REQUIRED: BAFFLE TOP SPARK PLUG ACCESS OPENING ON CYLINDER 2 IS UNDERSIZED.,1
THE TOP PLUG HOLE IN THE BAFFLE FOR CYLINDER 3 IS TOO SMALL AND NEEDS TO BE OPENED UP.,ENLARGE THE TOP SPARK PLUG ACCESS OPENING IN THE ENGINE BAFFLE FOR CYLINDER 1.,1
REWORK REQUIRED: BAFFLE TOP SPARK PLUG ACCESS OPENING ON CYLINDER 2 IS UNDERSIZED.,ENLARGE THE TOP SPARK PLUG ACCESS OPENING IN THE ENGINE BAFFLE FOR CYLINDER 1.,1
"RIVETS SHEARED ON AFT BAFFLING, BEHIND CYLINDER #3.",RIVETS ON THE AFT BAFFLING BEHIND CYLINDER #3 WERE FOUND SHEARED.,1
"RIVETS SHEARED ON AFT BAFFLING, BEHIND CYLINDER #3.",FOUND SEVERAL RIVETS SHEARED ON THE REAR BAFFLE BEHIND CYLINDER #2.,1
"RIVETS SHEARED ON AFT BAFFLING, BEHIND CYLINDER #3.",SHEARED RIVETS OBSERVED ON THE AFT BAFFLE AFT OF CYLINDER 4.,1
"RIVETS SHEARED ON AFT BAFFLING, BEHIND CYLINDER #3.",THE AFT BAFFLING AFT OF CYLINDER THREE HAS RIVETS THAT HAVE SHEARED.,1
RIVETS ON THE AFT BAFFLING BEHIND CYLINDER #3 WERE FOUND SHEARED.,FOUND SEVERAL RIVETS SHEARED ON THE REAR BAFFLE BEHIND CYLINDER #2.,1
RIVETS ON THE AFT BAFFLING BEHIND CYLINDER #3 WERE FOUND SHEARED.,SHEARED RIVETS OBSERVED ON THE AFT BAFFLE AFT OF CYLINDER 4.,1
RIVETS ON THE AFT BAFFLING BEHIND CYLINDER #3 WERE FOUND SHEARED.,THE AFT BAFFLING AFT OF CYLINDER THREE HAS RIVETS THAT HAVE SHEARED.,1
FOUND SEVERAL RIVETS SHEARED ON THE REAR BAFFLE BEHIND CYLINDER #2.,SHEARED RIVETS OBSERVED ON THE AFT BAFFLE AFT OF CYLINDER 4.,1
FOUND SEVERAL RIVETS SHEARED ON THE REAR BAFFLE BEHIND CYLINDER #2.,THE AFT BAFFLING AFT OF CYLINDER THREE HAS RIVETS THAT HAVE SHEARED.,1
SHEARED RIVETS OBSERVED ON THE AFT BAFFLE AFT OF CYLINDER 4.,THE AFT BAFFLING AFT OF CYLINDER THREE HAS RIVETS THAT HAVE SHEARED.,1
TEST FLIGHT NEEDED FOR HOVER POWER.,A TEST FLIGHT IS REQUIRED TO VERIFY HOVER POWER.,1
TEST FLIGHT NEEDED FOR HOVER POWER.,PERFORM A FLIGHT TEST TO CONFIRM HOVER PERFORMANCE.,1
TEST FLIGHT NEEDED FOR HOVER POWER.,NEED TO CONDUCT A TEST FLIGHT TO CHECK THE HELICOPTER’S ABILITY TO HOVER.,1
TEST FLIGHT NEEDED FOR HOVER POWER.,RECOMMEND ONE FLIGHT TEST TO VALIDATE HOVER CAPABILITY.,1
A TEST FLIGHT IS REQUIRED TO VERIFY HOVER POWER.,PERFORM A FLIGHT TEST TO CONFIRM HOVER PERFORMANCE.,1
A TEST FLIGHT IS REQUIRED TO VERIFY HOVER POWER.,NEED TO CONDUCT A TEST FLIGHT TO CHECK THE HELICOPTER’S ABILITY TO HOVER.,1
A TEST FLIGHT IS REQUIRED TO VERIFY HOVER POWER.,RECOMMEND ONE FLIGHT TEST TO VALIDATE HOVER CAPABILITY.,1
PERFORM A FLIGHT TEST TO CONFIRM HOVER PERFORMANCE.,NEED TO CONDUCT A TEST FLIGHT TO CHECK THE HELICOPTER’S ABILITY TO HOVER.,1
PERFORM A FLIGHT TEST TO CONFIRM HOVER PERFORMANCE.,RECOMMEND ONE FLIGHT TEST TO VALIDATE HOVER CAPABILITY.,1
NEED TO CONDUCT A TEST FLIGHT TO CHECK THE HELICOPTER’S ABILITY TO HOVER.,RECOMMEND ONE FLIGHT TEST TO VALIDATE HOVER CAPABILITY.,1
"FRONT BAFFLE SEAL ON BOTTOM LEFT & BOTTOM RIGHT SIDES, NEEDS",FRONT BAFFLE SEALS ON THE LOWER LEFT AND LOWER RIGHT SIDES NEED REPLACEMENT.,1
"FRONT BAFFLE SEAL ON BOTTOM LEFT & BOTTOM RIGHT SIDES, NEEDS",THE FRONT BAFFLE SEALS ON THE BOTTOM RIGHT AND BOTTOM LEFT NEED TO BE REPLACED.,1
"FRONT BAFFLE SEAL ON BOTTOM LEFT & BOTTOM RIGHT SIDES, NEEDS",FRONT LOWER BAFFLE SEALS ON SIDES 1 AND 2 REQUIRE SERVICING.,1
"FRONT BAFFLE SEAL ON BOTTOM LEFT & BOTTOM RIGHT SIDES, NEEDS",BOTH LOWER FRONT BAFFLE SEALS (LEFT/RIGHT) NEED REPAIR.,1
FRONT BAFFLE SEALS ON THE LOWER LEFT AND LOWER RIGHT SIDES NEED REPLACEMENT.,THE FRONT BAFFLE SEALS ON THE BOTTOM RIGHT AND BOTTOM LEFT NEED TO BE REPLACED.,1
FRONT BAFFLE SEALS ON THE LOWER LEFT AND LOWER RIGHT SIDES NEED REPLACEMENT.,FRONT LOWER BAFFLE SEALS ON SIDES 1 AND 2 REQUIRE SERVICING.,1
FRONT BAFFLE SEALS ON THE LOWER LEFT AND LOWER RIGHT SIDES NEED REPLACEMENT.,BOTH LOWER FRONT BAFFLE SEALS (LEFT/RIGHT) NEED REPAIR.,1
THE FRONT BAFFLE SEALS ON THE BOTTOM RIGHT AND BOTTOM LEFT NEED TO BE REPLACED.,FRONT LOWER BAFFLE SEALS ON SIDES 1 AND 2 REQUIRE SERVICING.,1
THE FRONT BAFFLE SEALS ON THE BOTTOM RIGHT AND BOTTOM LEFT NEED TO BE REPLACED.,BOTH LOWER FRONT BAFFLE SEALS (LEFT/RIGHT) NEED REPAIR.,1
FRONT LOWER BAFFLE SEALS ON SIDES 1 AND 2 REQUIRE SERVICING.,BOTH LOWER FRONT BAFFLE SEALS (LEFT/RIGHT) NEED REPAIR.,1
#2 ROCKER COVER GASKET NEEDS REPLACEMENT.,ROCKER COVER GASKET ON CYLINDER #1 REQUIRES REPLACEMENT.,1
#2 ROCKER COVER GASKET NEEDS REPLACEMENT.,THE GASKET BENEATH THE ROCKER COVER AT #3 IS WORN AND NEEDS TO BE CHANGED.,1
#2 ROCKER COVER GASKET NEEDS REPLACEMENT.,REPLACE THE #4 ROCKER COVER GASKET; IT IS NO LONGER SERVICEABLE.,1
#2 ROCKER COVER GASKET NEEDS REPLACEMENT.,ROCKER COVER GASKET FOR CYLINDER 2 NEEDS REPLACEMENT.,1
ROCKER COVER GASKET ON CYLINDER #1 REQUIRES REPLACEMENT.,THE GASKET BENEATH THE ROCKER COVER AT #3 IS WORN AND NEEDS TO BE CHANGED.,1
ROCKER COVER GASKET ON CYLINDER #1 REQUIRES REPLACEMENT.,REPLACE THE #4 ROCKER COVER GASKET; IT IS NO LONGER SERVICEABLE.,1
ROCKER COVER GASKET ON CYLINDER #1 REQUIRES REPLACEMENT.,ROCKER COVER GASKET FOR CYLINDER 2 NEEDS REPLACEMENT.,1
THE GASKET BENEATH THE ROCKER COVER AT #3 IS WORN AND NEEDS TO BE CHANGED.,REPLACE THE #4 ROCKER COVER GASKET; IT IS NO LONGER SERVICEABLE.,1
THE GASKET BENEATH THE ROCKER COVER AT #3 IS WORN AND NEEDS TO BE CHANGED.,ROCKER COVER GASKET FOR CYLINDER 2 NEEDS REPLACEMENT.,1
REPLACE THE #4 ROCKER COVER GASKET; IT IS NO LONGER SERVICEABLE.,ROCKER COVER GASKET FOR CYLINDER 2 NEEDS REPLACEMENT.,1
LEFT ENGINE IS MISSING BAFFLE BOLT FROM #3 CYLINDER.,LEFT ENGINE IS MISSING THE BAFFLE BOLT FROM CYLINDER NO. 3.,1
LEFT ENGINE IS MISSING BAFFLE BOLT FROM #3 CYLINDER.,FOUND THE BAFFLE BOLT GONE FROM CYLINDER 4 ON THE RIGHT ENGINE.,1
LEFT ENGINE IS MISSING BAFFLE BOLT FROM #3 CYLINDER.,BAFFLE BOLT ABSENT AT CYLINDER 2 OF THE LEFT ENGINE.,1
LEFT ENGINE IS MISSING BAFFLE BOLT FROM #3 CYLINDER.,INSPECTION REVEALED THE RIGHT ENGINE WITHOUT A BAFFLE BOLT ON CYLINDER THREE.,1
LEFT ENGINE IS MISSING THE BAFFLE BOLT FROM CYLINDER NO. 3.,FOUND THE BAFFLE BOLT GONE FROM CYLINDER 4 ON THE RIGHT ENGINE.,1
LEFT ENGINE IS MISSING THE BAFFLE BOLT FROM CYLINDER NO. 3.,BAFFLE BOLT ABSENT AT CYLINDER 2 OF THE LEFT ENGINE.,1
LEFT ENGINE IS MISSING THE BAFFLE BOLT FROM CYLINDER NO. 3.,INSPECTION REVEALED THE RIGHT ENGINE WITHOUT A BAFFLE BOLT ON CYLINDER THREE.,1
FOUND THE BAFFLE BOLT GONE FROM CYLINDER 4 ON THE RIGHT ENGINE.,BAFFLE BOLT ABSENT AT CYLINDER 2 OF THE LEFT ENGINE.,1
FOUND THE BAFFLE BOLT GONE FROM CYLINDER 4 ON THE RIGHT ENGINE.,INSPECTION REVEALED THE RIGHT ENGINE WITHOUT A BAFFLE BOLT ON CYLINDER THREE.,1
BAFFLE BOLT ABSENT AT CYLINDER 2 OF THE LEFT ENGINE.,INSPECTION REVEALED THE RIGHT ENGINE WITHOUT A BAFFLE BOLT ON CYLINDER THREE.,1
#2 ROCKER ARM COVER LEAKING.,LEAK OBSERVED AT THE ROCKER ARM COVER OF CYLINDER NO.1.,1
#2 ROCKER ARM COVER LEAKING.,THERE'S OIL COMING FROM THE ROCKER-ARM COVER ON #3.,1
#2 ROCKER ARM COVER LEAKING.,ROCKER ARM COVER ON CYLINDER 4 FOUND TO BE LEAKING.,1
#2 ROCKER ARM COVER LEAKING.,CYLINDER 2 ROCKER ARM COVER IS LEAKING.,1
LEAK OBSERVED AT THE ROCKER ARM COVER OF CYLINDER NO.1.,THERE'S OIL COMING FROM THE ROCKER-ARM COVER ON #3.,1
LEAK OBSERVED AT THE ROCKER ARM COVER OF CYLINDER NO.1.,ROCKER ARM COVER ON CYLINDER 4 FOUND TO BE LEAKING.,1
LEAK OBSERVED AT THE ROCKER ARM COVER OF CYLINDER NO.1.,CYLINDER 2 ROCKER ARM COVER IS LEAKING.,1
THERE'S OIL COMING FROM THE ROCKER-ARM COVER ON #3.,ROCKER ARM COVER ON CYLINDER 4 FOUND TO BE LEAKING.,1
THERE'S OIL COMING FROM THE ROCKER-ARM COVER ON #3.,CYLINDER 2 ROCKER ARM COVER IS LEAKING.,1
ROCKER ARM COVER ON CYLINDER 4 FOUND TO BE LEAKING.,CYLINDER 2 ROCKER ARM COVER IS LEAKING.,1
"#3 CYLINDER BAFFLING ON LEFT ENGINE, CRACKED ON AFT SIDE.",THE #3 CYLINDER BAFFLE ON THE LEFT ENGINE WAS FOUND CRACKED ALONG THE AFT SIDE.,1
"#3 CYLINDER BAFFLING ON LEFT ENGINE, CRACKED ON AFT SIDE.",FOUND A CRACK AT THE REAR OF THE #2 CYLINDER BAFFLE ON THE RIGHT ENGINE.,1
"#3 CYLINDER BAFFLING ON LEFT ENGINE, CRACKED ON AFT SIDE.",AFT-SIDE CRACK DETECTED IN THE BAFFLE OF CYLINDER #4 ON THE LEFT ENGINE.,1
"#3 CYLINDER BAFFLING ON LEFT ENGINE, CRACKED ON AFT SIDE.",LEFT-ENGINE CYLINDER BAFFLE FRACTURED ON THE AFT SIDE (CYLINDER #1).,1
THE #3 CYLINDER BAFFLE ON THE LEFT ENGINE WAS FOUND CRACKED ALONG THE AFT SIDE.,FOUND A CRACK AT THE REAR OF THE #2 CYLINDER BAFFLE ON THE RIGHT ENGINE.,1
THE #3 CYLINDER BAFFLE ON THE LEFT ENGINE WAS FOUND CRACKED ALONG THE AFT SIDE.,AFT-SIDE CRACK DETECTED IN THE BAFFLE OF CYLINDER #4 ON THE LEFT ENGINE.,1
THE #3 CYLINDER BAFFLE ON THE LEFT ENGINE WAS FOUND CRACKED ALONG THE AFT SIDE.,LEFT-ENGINE CYLINDER BAFFLE FRACTURED ON THE AFT SIDE (CYLINDER #1).,1
FOUND A CRACK AT THE REAR OF THE #2 CYLINDER BAFFLE ON THE RIGHT ENGINE.,AFT-SIDE CRACK DETECTED IN THE BAFFLE OF CYLINDER #4 ON THE LEFT ENGINE.,1
FOUND A CRACK AT THE REAR OF THE #2 CYLINDER BAFFLE ON THE RIGHT ENGINE.,LEFT-ENGINE CYLINDER BAFFLE FRACTURED ON THE AFT SIDE (CYLINDER #1).,1
AFT-SIDE CRACK DETECTED IN THE BAFFLE OF CYLINDER #4 ON THE LEFT ENGINE.,LEFT-ENGINE CYLINDER BAFFLE FRACTURED ON THE AFT SIDE (CYLINDER #1).,1
"BAFFLE CRACKED PAST STOP DRILL, #4 CYLINDER.",BAFFLE CRACKED BEYOND THE STOP DRILL ON THE #4 CYLINDER.,1
"BAFFLE CRACKED PAST STOP DRILL, #4 CYLINDER.",FOUND THE BAFFLE CRACK RUNNING PAST THE STOP-DRILL AT CYLINDER #3.,1
"BAFFLE CRACKED PAST STOP DRILL, #4 CYLINDER.",THE BAFFLE IS CRACKED THROUGH THE STOP-DRILL AREA OF CYLINDER 2.,1
"BAFFLE CRACKED PAST STOP DRILL, #4 CYLINDER.",INSPECTION SHOWED THE BAFFLE CRACK EXTENDED PAST THE STOP DRILL AT CYLINDER #4.,1
BAFFLE CRACKED BEYOND THE STOP DRILL ON THE #4 CYLINDER.,FOUND THE BAFFLE CRACK RUNNING PAST THE STOP-DRILL AT CYLINDER #3.,1
BAFFLE CRACKED BEYOND THE STOP DRILL ON THE #4 CYLINDER.,THE BAFFLE IS CRACKED THROUGH THE STOP-DRILL AREA OF CYLINDER 2.,1
BAFFLE CRACKED BEYOND THE STOP DRILL ON THE #4 CYLINDER.,INSPECTION SHOWED THE BAFFLE CRACK EXTENDED PAST THE STOP DRILL AT CYLINDER #4.,1
FOUND THE BAFFLE CRACK RUNNING PAST THE STOP-DRILL AT CYLINDER #3.,THE BAFFLE IS CRACKED THROUGH THE STOP-DRILL AREA OF CYLINDER 2.,1
FOUND THE BAFFLE CRACK RUNNING PAST THE STOP-DRILL AT CYLINDER #3.,INSPECTION SHOWED THE BAFFLE CRACK EXTENDED PAST THE STOP DRILL AT CYLINDER #4.,1
THE BAFFLE IS CRACKED THROUGH THE STOP-DRILL AREA OF CYLINDER 2.,INSPECTION SHOWED THE BAFFLE CRACK EXTENDED PAST THE STOP DRILL AT CYLINDER #4.,1
LEFT REAR ENGINE BAFFLE ACCESS HOLE WORN.,THE LEFT REAR ENGINE BAFFLE ACCESS HOLE IS WORN AND NEEDS ATTENTION.,1
LEFT REAR ENGINE BAFFLE ACCESS HOLE WORN.,WEAR WAS FOUND AT THE REAR ACCESS HOLE OF THE RIGHT ENGINE BAFFLE.,1
LEFT REAR ENGINE BAFFLE ACCESS HOLE WORN.,LEFT REAR BAFFLE ACCESS OPENING SHOWS NOTICEABLE WEAR.,1
LEFT REAR ENGINE BAFFLE ACCESS HOLE WORN.,THE ACCESS HOLE IN THE RIGHT REAR ENGINE BAFFLE IS WORN; SCHEDULE INSPECTION.,1
THE LEFT REAR ENGINE BAFFLE ACCESS HOLE IS WORN AND NEEDS ATTENTION.,WEAR WAS FOUND AT THE REAR ACCESS HOLE OF THE RIGHT ENGINE BAFFLE.,1
THE LEFT REAR ENGINE BAFFLE ACCESS HOLE IS WORN AND NEEDS ATTENTION.,LEFT REAR BAFFLE ACCESS OPENING SHOWS NOTICEABLE WEAR.,1
THE LEFT REAR ENGINE BAFFLE ACCESS HOLE IS WORN AND NEEDS ATTENTION.,THE ACCESS HOLE IN THE RIGHT REAR ENGINE BAFFLE IS WORN; SCHEDULE INSPECTION.,1
WEAR WAS FOUND AT THE REAR ACCESS HOLE OF THE RIGHT ENGINE BAFFLE.,LEFT REAR BAFFLE ACCESS OPENING SHOWS NOTICEABLE WEAR.,1
WEAR WAS FOUND AT THE REAR ACCESS HOLE OF THE RIGHT ENGINE BAFFLE.,THE ACCESS HOLE IN THE RIGHT REAR ENGINE BAFFLE IS WORN; SCHEDULE INSPECTION.,1
LEFT REAR BAFFLE ACCESS OPENING SHOWS NOTICEABLE WEAR.,THE ACCESS HOLE IN THE RIGHT REAR ENGINE BAFFLE IS WORN; SCHEDULE INSPECTION.,1
"OIL PRESENT ON ENGINE, RIGHT SIDE. OIL SPRAYED BELOW & AFT.","OIL WAS OBSERVED ON THE ENGINE RIGHT SIDE, WITH SPRAY DEPOSITED BELOW AND AFT.",1
"OIL PRESENT ON ENGINE, RIGHT SIDE. OIL SPRAYED BELOW & AFT.",FOUND OIL ON THE LEFT SIDE OF THE ENGINE — IT SPRAYED DOWNWARD AND TOWARD THE REAR.,1
"OIL PRESENT ON ENGINE, RIGHT SIDE. OIL SPRAYED BELOW & AFT.",OIL PRESENT ON THE RIGHT ENGINE FLANK; DROPLETS SPRAYED BELOW AND AFT OF THE UNIT.,1
"OIL PRESENT ON ENGINE, RIGHT SIDE. OIL SPRAYED BELOW & AFT.","ENGINE OIL CONTAMINATION NOTED ON THE LEFT SIDE, WITH OIL SPRAYED DOWN AND TO THE AFT SECTION.",1
"OIL WAS OBSERVED ON THE ENGINE RIGHT SIDE, WITH SPRAY DEPOSITED BELOW AND AFT.",FOUND OIL ON THE LEFT SIDE OF THE ENGINE — IT SPRAYED DOWNWARD AND TOWARD THE REAR.,1
"OIL WAS OBSERVED ON THE ENGINE RIGHT SIDE, WITH SPRAY DEPOSITED BELOW AND AFT.",OIL PRESENT ON THE RIGHT ENGINE FLANK; DROPLETS SPRAYED BELOW AND AFT OF THE UNIT.,1
"OIL WAS OBSERVED ON THE ENGINE RIGHT SIDE, WITH SPRAY DEPOSITED BELOW AND AFT.","ENGINE OIL CONTAMINATION NOTED ON THE LEFT SIDE, WITH OIL SPRAYED DOWN AND TO THE AFT SECTION.",1
FOUND OIL ON THE LEFT SIDE OF THE ENGINE — IT SPRAYED DOWNWARD AND TOWARD THE REAR.,OIL PRESENT ON THE RIGHT ENGINE FLANK; DROPLETS SPRAYED BELOW AND AFT OF THE UNIT.,1
FOUND OIL ON THE LEFT SIDE OF THE ENGINE — IT SPRAYED DOWNWARD AND TOWARD THE REAR.,"ENGINE OIL CONTAMINATION NOTED ON THE LEFT SIDE, WITH OIL SPRAYED DOWN AND TO THE AFT SECTION.",1
OIL PRESENT ON THE RIGHT ENGINE FLANK; DROPLETS SPRAYED BELOW AND AFT OF THE UNIT.,"ENGINE OIL CONTAMINATION NOTED ON THE LEFT SIDE, WITH OIL SPRAYED DOWN AND TO THE AFT SECTION.",1
"ON TAXI, ENGINE RAN ROUGH FROM 800 TO 1400 RPM. LEANING MIXTURE",DURING TAXI THE ENGINE RAN ROUGH FROM 700 TO 1500 RPM; LEANED THE MIXTURE.,1
"ON TAXI, ENGINE RAN ROUGH FROM 800 TO 1400 RPM. LEANING MIXTURE","WHILE TAXIING THE ENGINE WAS ROUGH AT ABOUT 900–1300 RPM, SO I LEANED THE MIXTURE.",1
"ON TAXI, ENGINE RAN ROUGH FROM 800 TO 1400 RPM. LEANING MIXTURE",ON TAXI THE ENGINE EXHIBITED ROUGH RUNNING BETWEEN 500 AND 1600 RPM — MIXTURE LEANED TO CORRECT IT.,1
"ON TAXI, ENGINE RAN ROUGH FROM 800 TO 1400 RPM. LEANING MIXTURE","ENGINE RAN ROUGH DURING TAXI FROM 800 TO 1200 RPM, LEANING THE MIXTURE IMPROVED SMOOTHNESS.",1
DURING TAXI THE ENGINE RAN ROUGH FROM 700 TO 1500 RPM; LEANED THE MIXTURE.,"WHILE TAXIING THE ENGINE WAS ROUGH AT ABOUT 900–1300 RPM, SO I LEANED THE MIXTURE.",1
DURING TAXI THE ENGINE RAN ROUGH FROM 700 TO 1500 RPM; LEANED THE MIXTURE.,ON TAXI THE ENGINE EXHIBITED ROUGH RUNNING BETWEEN 500 AND 1600 RPM — MIXTURE LEANED TO CORRECT IT.,1
DURING TAXI THE ENGINE RAN ROUGH FROM 700 TO 1500 RPM; LEANED THE MIXTURE.,"ENGINE RAN ROUGH DURING TAXI FROM 800 TO 1200 RPM, LEANING THE MIXTURE IMPROVED SMOOTHNESS.",1
"WHILE TAXIING THE ENGINE WAS ROUGH AT ABOUT 900–1300 RPM, SO I LEANED THE MIXTURE.",ON TAXI THE ENGINE EXHIBITED ROUGH RUNNING BETWEEN 500 AND 1600 RPM — MIXTURE LEANED TO CORRECT IT.,1
"WHILE TAXIING THE ENGINE WAS ROUGH AT ABOUT 900–1300 RPM, SO I LEANED THE MIXTURE.","ENGINE RAN ROUGH DURING TAXI FROM 800 TO 1200 RPM, LEANING THE MIXTURE IMPROVED SMOOTHNESS.",1
ON TAXI THE ENGINE EXHIBITED ROUGH RUNNING BETWEEN 500 AND 1600 RPM — MIXTURE LEANED TO CORRECT IT.,"ENGINE RAN ROUGH DURING TAXI FROM 800 TO 1200 RPM, LEANING THE MIXTURE IMPROVED SMOOTHNESS.",1
#2 CYLINDER HEAD TEMPERATURE FITTING NEEDS TO BE REPLACED.,CYLINDER #1 HEAD TEMPERATURE FITTING (CHT) NEEDS TO BE REPLACED.,1
#2 CYLINDER HEAD TEMPERATURE FITTING NEEDS TO BE REPLACED.,THE #2 CYLINDER'S CHT FITTING IS WORN AND MUST BE CHANGED.,1
#2 CYLINDER HEAD TEMPERATURE FITTING NEEDS TO BE REPLACED.,REPLACE THE CYLINDER HEAD TEMPERATURE FITTING ON CYLINDER #3 — IT'S DEFECTIVE.,1
#2 CYLINDER HEAD TEMPERATURE FITTING NEEDS TO BE REPLACED.,THE CHT PROBE ADAPTER ON CYLINDER #4 REQUIRES REPLACEMENT.,1
CYLINDER #1 HEAD TEMPERATURE FITTING (CHT) NEEDS TO BE REPLACED.,THE #2 CYLINDER'S CHT FITTING IS WORN AND MUST BE CHANGED.,1
CYLINDER #1 HEAD TEMPERATURE FITTING (CHT) NEEDS TO BE REPLACED.,REPLACE THE CYLINDER HEAD TEMPERATURE FITTING ON CYLINDER #3 — IT'S DEFECTIVE.,1
CYLINDER #1 HEAD TEMPERATURE FITTING (CHT) NEEDS TO BE REPLACED.,THE CHT PROBE ADAPTER ON CYLINDER #4 REQUIRES REPLACEMENT.,1
THE #2 CYLINDER'S CHT FITTING IS WORN AND MUST BE CHANGED.,REPLACE THE CYLINDER HEAD TEMPERATURE FITTING ON CYLINDER #3 — IT'S DEFECTIVE.,1
THE #2 CYLINDER'S CHT FITTING IS WORN AND MUST BE CHANGED.,THE CHT PROBE ADAPTER ON CYLINDER #4 REQUIRES REPLACEMENT.,1
REPLACE THE CYLINDER HEAD TEMPERATURE FITTING ON CYLINDER #3 — IT'S DEFECTIVE.,THE CHT PROBE ADAPTER ON CYLINDER #4 REQUIRES REPLACEMENT.,1
EXHAUST GAS TEMPERATURE /CYLINDER HEAD TEMPERATURE WIRE BUNDLE MOUNTING SCREW & IGNITION LEAD/OIL COOLER MOU,AN ISSUE WAS NOTED WITH THE EXHAUST GAS TEMPERATURE/CYLINDER HEAD TEMPERATURE WIRE-BUNDLE MOUNTING SCREW AND THE IGNITION LEAD/OIL COOLER MOUNT.,1
EXHAUST GAS TEMPERATURE /CYLINDER HEAD TEMPERATURE WIRE BUNDLE MOUNTING SCREW & IGNITION LEAD/OIL COOLER MOU,FOUND A PROBLEM WITH THE EGT/CHT WIRING BUNDLE MOUNTING SCREW AND THE IGNITION LEAD AT THE OIL COOLER BRACKET.,1
EXHAUST GAS TEMPERATURE /CYLINDER HEAD TEMPERATURE WIRE BUNDLE MOUNTING SCREW & IGNITION LEAD/OIL COOLER MOU,EGT AND CHT WIRE-BUNDLE MOUNTING SCREW PLUS THE IGNITION LEAD/OIL COOLER MOUNT REQUIRE INSPECTION AND SECURING.,1
EXHAUST GAS TEMPERATURE /CYLINDER HEAD TEMPERATURE WIRE BUNDLE MOUNTING SCREW & IGNITION LEAD/OIL COOLER MOU,THE MOUNTING SCREW FOR THE EXHAUST GAS TEMPERATURE AND CYLINDER HEAD TEMPERATURE HARNESS AND THE IGNITION LEAD ON THE OIL COOLER ATTACHMENT SHOWED A DISCREPANCY.,1
AN ISSUE WAS NOTED WITH THE EXHAUST GAS TEMPERATURE/CYLINDER HEAD TEMPERATURE WIRE-BUNDLE MOUNTING SCREW AND THE IGNITION LEAD/OIL COOLER MOUNT.,FOUND A PROBLEM WITH THE EGT/CHT WIRING BUNDLE MOUNTING SCREW AND THE IGNITION LEAD AT THE OIL COOLER BRACKET.,1
AN ISSUE WAS NOTED WITH THE EXHAUST GAS TEMPERATURE/CYLINDER HEAD TEMPERATURE WIRE-BUNDLE MOUNTING SCREW AND THE IGNITION LEAD/OIL COOLER MOUNT.,EGT AND CHT WIRE-BUNDLE MOUNTING SCREW PLUS THE IGNITION LEAD/OIL COOLER MOUNT REQUIRE INSPECTION AND SECURING.,1
