Grupo,Frase,Tipo
842,CRACK AT FORWARD BAFFLE BY HEAT INLET.,orig
843,"DURING TAKEOFF @ CROOKSTON MUNICIPAL AIRPORT, ENGINE RAN VERY ROUGH FOR 3 SECONDS W/ FU",orig
844,LOWER FORWARD SEAL NEEDS RTV ABOVE ENGINE INTAKE.,orig
845,"WHEN RPM SET IN IDLE RANGE, ENGINE KICKS & SPUTTERS AS IF FU",orig
846,SEASONAL IDLE & MIXTURE ADJUSTMENT IS NEEDED.,orig
847,"SEAL LOOSE ON ENGINE COWL, ABOVE LEFT & RIGHT OIL COOLERS (BLAC",orig
848,"UPON GO-AROUND, ENGINE MADE A SPUTTERING NOISE FOR 3 SECS. C",orig
849,"AFTER START, ENGINE RAN CONSISTANTLY ROUGH.",orig
850,LEFT ENGINE BAFFLE TIE RODS BAD.,orig
851,BAFFLING BRACKET BY OIL COOLER HAS CRACK ON RIGHT ENGINE.,orig
852,COMPRESSION CHECK REQUIRED.,orig
853,"FAILED MAGNETOS CHECK ON RUN UP. TRIED FOULED PLUG PROCEDURE, RPM WA",orig
854,"DURING OVERRIDE CHECK, ENGINE RAN ROUGH. 200 TO 1200 ENGINE ALARM",orig
855,ENGINE RAN ROUGH DURING RUN UP.,orig
856,A/C NEEDS RUN UP FOR FINAL CHECKS BEFORE BEING SOLD.,orig
857,ENGINE QUIT ON LANDING & DURING ENGINE SHUT DOWN.,orig
858,RIGHT ENGINE #2 COMPRESSION 55 LBS (RINGS LEAKING).,orig
859,"WHEN PULLED BACK THROTTLE HARD IDLE SEVERAL SECONDS, ENGINE",orig
860,#3 OIL RETURN LINE INTER-COOLER BAFFLING GROMMET WORN.,orig
861,#1 CYLINDER AFT PUSH ROD TUBE STAND OFF RIVET NEEDS TO BE SQUEEZE,orig
862,RIGHT ENGINE #2 ROCKER SCREW IS MISSING.,orig
863,"BAFFLE SEAL PULLED FREE FROM #2 CYLINDER, AFT.",orig
864,NEW RIVET NEEDED ON #4 CYLINDER BAFFLE SEAL.,orig
865,CRANKSHAFT SEAL IS LEAKING ON RIGHT ENGINE.,orig
866,"DURING SHUT DOWN, WHEN THROTTLE WAS PULLED TO IDLE, RPM WOUL",orig
867,LEFT ENGINE #2 & 4 CYLINDER BAFFLE TIE ROD THREADS STRIPPED.,orig
868,"ROUGH ENGINE START UNUSUAL INDICATION CYLINDER #4, LOWER TEMPERAT",orig
869,"UPON START UP, MAJOR SHAKING IN COWLING, NO SMOOTHNESS.",orig
870,RIVET SHEARED OFF ON BAFFLE SEAL ABOVE #2 CYLINDER.,orig
871,BAFFLING ON LOWER #4 CYLINDER HAS A CRACK.,orig
872,"WHILE DOING UNUSUAL ATTITUDES, ENGINE WAS OVERSPED.",orig
873,LEFT ENGINE OIL COOLER HOSE IS POSITIONED TOO CLOSE TO OIL FILTE,orig
874,RIGHT REAR  BAFFLING MOUNT BRACKET LOOSE.,orig
875,"P&W, OVERSPEED GOVERNOR WASHER APPLIES.",orig
876,LEFT ENGINE COMPRESSOR HAS 1 BLADE W/ SMALL NICK.,orig
877,MOUNTS FOR LEFT & RIGHT OIL/TORQUEMETER MOUNTS CRACKED.,orig
878,ENGINE BAFFLE SNAP PLUGS BAD.,orig
879,SIGNS OF OIL LEAKING FROM FORWARD ENGINE CASE BOLTS AT MAIN CRAN,orig
880,SAFETY WIRE BROKEN BETWEEN #2 & 4 CYLINDER INTERCYLINDER BAFFLE.,orig
881,#4 CYLINDER HAD LOW COMPRESSION (50 LBS).,orig
882,CYLINDER #3 AFT BAFFLING BRACKET RIVETS ARE SHEARED.,orig
883,#2 CYLINDER BAFFLE BARREL NUT & SCREW MISSING.,orig
884,SMALL FORWARD SCREEN ON FUEL INJECTOR NEEDS TO BE CLEANED.,orig
885,RIGHT ENGINE #4 REAR BAFFLE SEAL PULLED THRU ONE RIVET.,orig
886,BOTH BAFFLE BUTTONS NEED REPLACEMENT.,orig
887,FORWARD LOWER BLACK BAFFLE SEAL WORN.,orig
888,#2 CYLINDER BAD COMPRESSION: 20/80.,orig
889,ENGINE ROUGHNESS ON FINAL. PRECAUTIONARY LANDING.,orig
890,#4 CYLINDER COMPRESSION @ ZERO PSI.,orig
891,VACUUM PUMP HAS POSSIBLE OIL LEAK.,orig
892,OVERSPEED PROP FOR APPROX 3 SECONDS.,orig
893,RIGHT UPPER BAFFLING BETWEEN #1 & 3 CYLINDER HAS WORN STAPLE.,orig
894,RIVET LOOSE ON BAFFLE SEAL ON #1 CYLINDER.,orig
895,"WORN GROMMET ON ENGINE AFT BAFFLE, ON GROMMET HOLE FOR OIL P",orig
896,WRENCH BY ACCESORY CASE,orig
897,"LOWER RUBBER DRAIN LINES, FOR CYLINDER, CLAMPS ARE LOOSE.",orig
898,ALL 4 OIL RETURN LINES ARE LEAKING.,orig
899,BAFFLE SCREW MISSING BY OIL FILLER TUBE.,orig
900,TOP SIDE BAFFLES NEEDS TO BE SECURED.,orig
901,ALTERNATOR OUTPUT WIRE LOOSE.,orig
902,BAFFLE TIE WIRES NOT SECURED.,orig
903,#4 AFT BAFFLE SEAL OFF 2 RIVETS.,orig
904,#2 FORWARD BAFFLE SEAL DISCONNECTED FOR 3 RIVETS.,orig
905,ENGINE BAFFLE PLUG WORN OUT.,orig
906,FUZZ IN OIL COOLER.,orig
907,PILOT NOTICED WHISTLING NOISE ON RUN UP.,orig
908,RIGHT ENGINE MANIFOLD PRESSURE FITTING LOOSE.,orig
909,BACKBONE OF ENGINE BAFFLING NEEDS TO BE SEALED.,orig
910,FORWARD LOWER BLACK ENGINE SEAL WEARING AT AIR INTAKE CAMLOCKS.,orig
911,"PROP OVERSPEED, 2720 RPM FOR 1 SECOND.",orig
912,"FORWARD ENGINE SEAL WORN ABOVE VACUUM PUMP, RIGHT SIDE.",orig
913,RIGHT FORWARD BAFFLE HAS BROKEN SUPPORT.,orig
914,RPM OVERSPEED.,orig
915,"TIE WRAP MISSING BY #1 CYLINDER ANCHOR, FOR WIRES.",orig
916,ALL INTAKE HOSE CLAMPS LOOSE.,orig
917,LOWER BLACK SEAL ABOVE INTAKE WORN SPOTS.,orig
918,LEFT ENGINE HAS SOME LOOSE BAFFLE SEALS.,orig
919,2 BAFFLE TIE RODS NEED TO BE REPLACED.,orig
920,BAFFLING CRACKED BY OIL COOLER ON LEFT ENGINE.,orig
921,ADEL CLAMP ON BATTERY MOUNT IS TOO LARGE.,orig
922,#4 BAFFLE WIRE CHAFING #4 OIL RETURN TUBE.,orig
923,BOLT MISSING ON AFT BAFFLING.,orig
924,"BAFFLE ATTACHMENT TAB, BEHIND OIL TUBE, IS LOOSE.",orig
925,1 BAFFLING PLUG WORN.,orig
926,BACKBONE LEAKS AT BOLT IN MIDDLE.,orig
927,SCREW MISSING ON RIGHT ENGINE BAFFLING.,orig
928,BOLT LEAKING ON TOP OF ENGINE.,orig
929,AT FULL THROTTLE; THERE WAS ENGINE ROUGHNESS.,orig
930,ENGINE BREAK-IN FLIGHT REQUIRED IAW FOR CYLINDER CHANNEL,orig
931,"2 POP RIVETS LOOSE ON BAFFLE, AFT OF #4 CYLINDER.",orig
932,RIGHT BAFFLE PLUG BROKEN ON #3 CYLINDER.,orig
933,"FORWARD COOLING BAFFLE LOOSE, UNDER ALTERNATOR.",orig
934,LEFT ENGINE BAFFLE BY ROCKER COVERS CRACKED.,orig
935,CYLINDER HEAD TEMPERATURE WOULD JUMP 150*F.,orig
936,ALL ROCKER DRAIN LINES LEAKING AT HOSE CLAMPS.,orig
937,#1 - 3 BAFFLE WIRE NOT CONNECTED.,orig
938,POSSIBLE CRANKSHAFT OIL SEAL LEAKING.,orig
939,"AFTER START, ENGINE RAN ROUGH. RPM OVER 1000, ENGINE WOULD SPUTTER",orig
940,IDLE CHECK RPM DECREASED TO ZERO.,orig
941,FOREIGN OBJECT DAMAGE ON TOP OF STARTER,orig
942,BAFFLING ON #3 CYLINDER CRACKED.,orig
943,"#2, 4 CYLINDER BAFFLING TENSION RODS NOT CONNECTED.",orig
944,FORWARD INLET SCREEN ON SERVO NEEDS TO BE CLEANED.,orig
945,"RIGHT ENGINE, ENGINE BAFFLE CRACKED AT OIL COOLER.",orig
946,ENGINE IDLES AT APPROXIMATELY 1000 RPM ON LAST DAILY SHUT DO,orig
947,#2 CYLINDER BAFFLING SEAL UNSECURED ON RIGHT ENGINE.,orig
948,#2 & 4 CYLINDER DEFLECTOR CRACKED.,orig
949,#4 CYLINDER EXHAUST PUSH TUBE HAS DENT.,orig
950,ALL ENGINE BAFFLING FELT SEALS DAMAGED & ABRASION BUFFER PAD,orig
951,LEFT ENGINE 1ST STAGE COMPRESSOR BLADE IS NICKED.,orig
952,BREATHER TUBE BLOCKED,orig
953,"WHEN LEANING OUT ENGINE, ENGINE WOULD QUIT & DIE",orig
954,"INITIALLY AFTER TAKE OFF, ON CLIMBOUT; EXPERIENCED SUDDEN LO",orig
955,#2 LOWER INTAKE CLAMP LOOSE.,orig
956,OIL FOUND NEAR CYLINDER #2 & 4 INTAKE TUBES.,orig
957,ENGINE DIRTY.,orig
958,OIL SEEPING FROM TOP OF CASE HALVES.,orig
959,"DURING CRUISE, THERE WAS A LOUD BANG. DURING WHICH ALTIMETER",orig
960,MIDDLE & RIGHT ENGINE COWL NEED NEW CHAFE TAPE.,orig
961,ENGINE SURGING ON LAST CLIMB OUT CROSSING 1300 MSL.,orig
962,HARD LANDING REPORTED BY TOWER.,orig
963,"LEFT MAGNETOS, LOWER STUD PULLED OUT FROM CASE.",orig
964,UPPER EXHAUST SHROUD DOES NOT ALIGN W/ LOWER SHROUD.,orig
965,RIGHT FORWARD ENGINE BAFFLE BOLT NEEDS TO BE SAFETIED.,orig
966,#1 & 4 ROCKER BOX COVERS SEEPING ON LEFT ENGINE.,orig
967,"#3, 4 PISTON PINS DAMAGED DURING REMOVAL.",orig
968,"#1, 3 INTAKE PUSH ROD TOO LONG.",orig
969,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,orig
970,"LEFT ENGINE, LEFT REAR BAFFLE SECTION NEEDS REPAIR.",orig
971,RIGHT NACELLE VENT HAS BENT FLANGE.,orig
972,RIGHT ENGINE FIREWALL HAS SMALL MARKS BEHIND START/GEN COOLING TU,orig
973,RIGHT ENGINE #4 INTAKE TUBE IS CRACKED.,orig
974,"WHILE IN LEVEL FLIGHT, AFTER PERFORMING A FEW HIGH POWER MANUAL",orig
975,BOLT LEAKING ON TOP OF CASE HALVES.,orig
976,UPPER OIL LINE TO OIL COOLER ADEL CLAMP BROKEN.,orig
977,ON START; HEARD A CLICK AS MAGS TRIED TO TURN OVER.,orig
978,RIGHT ENGINE BAFFLE COVER CAM LOCK NEEDS TO BE FIXED.,orig
979,NOSE LANDING GEAR DOWN LOCK AFT TRUNNION BOLT LOOSE ON RIGHT.,orig
980,"DURING PREFLIGHT, WHEN ENGINE COVER WAS REMOVED, OIL OBSERVE",orig
981,LEFT ENGINE FAILED 3 TIMES AFTER COMING TO A STOP AFTER LANDING.,orig
982,RIGHT REAR BAFFLE INSP HOLE WORN.,orig
983,BLACK FORWARD COWL (ENGINE) SEAL WORN BY INTAKE FILTER.,orig
984,END OF FLIGHT; ENGINE OVERSPEED 3350 THEN TO PARKING.,orig
985,RIGHT ENGINE W/ SUSTAINED OVERSPEED GENERALLY AROUND 2720. A,orig
986,RIGHT ENGINE HAS OIL LEAK ON LIFT BOLT.,orig
987,MIXTURE NEEDS TO BE RESET.,orig
988,#2 CYLINDER INTAKE O-RING UNSEATED.,orig
989,#4 CYLINDER FAILED .,orig
990,CYLINDER #4 EXHAUST VALVE LASH IS EXCESSIVE.,orig
991,"CYLINDER #2, 3, 1 CYLINDER HEAD TEMPERATURE RECEPTICLES REQUIRE REPLACEMENT.",orig
992,CYLINDER #2 INTAKE ROCKER ARM REQUIRES REPLACEMENT.,orig
993,FORWARD BAFFLE SEAL WORN BY ENGINE INTAKE.,orig
994,EVIDENCE OF OIL LEAK ON PILOT SIDE OF ENGINE.,orig
995,"#1, 3 CYLINDER BAFFLE TENSION CABLE BROKEN.",orig
996,#3 AFT BAFFLE ATTACH FITTING CRACKED.,orig
997,SCROLL NEEDS TO BE CLEANED.,orig
998,ENGINE NEEDS TO BE REMOVED FOR METAL FOUND IN OIL.,orig
999,"MANIFOLD PSI WAS HIGH IN HOVER, 26 IN. PERFORMED LOW ROTOR R",orig
1000,CYLINDER #2 REQUIRES NEW ROCKER COVER GASKET.,orig
1001,"UPON LEANING MIXTURE ON GROUND; ENGINE QUIT. RESTARTED, SPUT",orig
1002,LEFT FORWARD ENGINE SEAL NEEDS RIVET.,orig
1003,#4 CYLINDER COMPRESSION BELOW 40 PSI. LEAKING PAST EXHAUST.,orig
1004,"DURING A/C RUN UP, ENGINE FAILED ON RIGHT MAGNETO. ENGINE FA",orig
1005,A/C IS BARELY CAPABLE OF A 1 FOOT HOVER @ LIMITING MANIFOLD,orig
1006,A/C BEGAN TO LEAK LARGE QUANTITIES OF OIL OUT OF RIGHT COWLI,orig
1007,ENGINE BACK FIRED WHILE IN A HOVER.,orig
1008,BLACK SEAL WEARING AGAINST ENGINE INTAKE FILTER.,orig
1009,BLACK SEAL FOR FORWARD BAFFLE NEEDS RTV.,orig
1010,"ON CLIMB, NOTICED M VOLTS DROPPED TO 26, RPM WAS CONSTANT. O",orig
1011,PATCH ON RIGHT UPPER BAFFLE HAS SMALL CRACK.,orig
1012,"LOWER ENGINE FORWARD BLACK BAFFLE SEAL, BY AIR FILTER, HAS WORN SPOTS",orig
1013,"HARDWARE ON BAFFLING, BY STARTER, MISSING.",orig
1014,BAFFLE SEAL STAPLES LOOSE ON #1 CYLINDER BAFFLE SECTION.,orig
1015,IN TRAFFIC PATTERN HEARD TICKING/CHIRPING NOISE. ONLY OCCURE,orig
1016,"LEFT ENGINE, CYLINDER #2 COMPRESSION 20/80; LEAKING OUT OF EXHAUST VA",orig
1017,LEFT FRONT BAFFLING HAS A CRACK.,orig
1018,LEFT SIIDE OF ENGINE CASE PLUG LEAKING OIL.,orig
1019,"#1-3 BAFFLE TIE WIRE LOOSE, RUBBING #1 DRAIN TUBE.",orig
1020,"ENGINE STARTED & IDLED NORMALLY FOR ABOUT 2 MINUTES, THEN SU",orig
1021,"DURING RUN UP MAGNETOS CHECK; RPM DROPPED NORMALLY, BUT WOULD RISE &",orig
1022,RIGHT ENGINE I/B BAFFLE TIE BROKEN.,orig
1023,"RIGHT BAFFLE SPRING BROKEN, BAFFLE CHAFING ON #3 OIL RETURN LI",orig
1024,PILOT REQUESTS IDLE ADJUSTMENT.,orig
1025,LOWER OIL COOLER LINE RESTING ON ACCESSORY PLATE STUD.,orig
1026,#2 & 4 CYLINDER I/B BAFFLE WIRE IS OUTSIDE INNER CYLINDER BAFFLE.,orig
1027,MAINTENANCE FLIGHT REQUIRED FOR M/R LEAK.,orig
1028,FRONT BLACK SEAL FOR ENGINE COWL NEEDS RTV FOR WORN SPOTS.,orig
1029,"CYLINDER HEAD TEMPERATURE GAUGE DROPS TO ZERO, MOVES ERRATICALLY WITHIN GREEN BAND &",orig
1030,BAFFLE SEAL SECTION BY AIR FILTER NEEDS REPAIR.,orig
1031,FRONT SEAL LOOSE & HAS WORN SPOTS (BAFFLE SEAL).,orig
1032,BAFFLE BRACKET CRACKED ON #3 CYLINDER.,orig
1033,BAFFLE BY STARTER WORN THROUGH & CRACKED.,orig
1034,OIL COOLER BOLT REMOVED,orig
1035,LEFT ENGINE OIL COOLER BAFFLE CORNER NEEDS TO BE INSP. REMOVE FO,orig
1036,BAFFLE SEAL ON RIGHT FRONT CYLINDER NEEDS TO BE REPLACED.,orig
1037,ENGINE INTAKE BOOT TORN.,orig
1038,ENGINE SHAKING & ROUGHNESS ON START UP.,orig
1039,RIGHT BAFFLE PLUG HOLE NEEDS DOUBLER.,orig
1040,#4 CYLINDER OIL DRAIN LINE CLAMPS LOOSE.,orig
1041,CYLINDER #3 COMPRESSION 18/80.,orig
1042,TOP OIL COOLER HOSE KINKED & NOT SECURED.,orig
1043,LEFT BAFFLE LOOSE (#2 CYLINDER BAFFLE SEAL).,orig
1044,"ANGLE BROKEN, LEFT LOWER COWL O/B, NEAR FORWARD LATCH/PIN HOLE.",orig
1045,STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS,orig
1046,PROP COULD USE A DRESSING; ROUGH ON EDGES.  CYLINDER HEAD TEMPERATURE #4 GREATER T,orig
1047,#3 CYLINDER CYLINDER HEAD TEMPERATURE >200*F WARMER THAN OTHER CYLINDERS.,orig
1048,#3 ENGINE BAFFLE MOUNTING SCREW LOOSE.,orig
1049,FORWARD ENGINE BLACK SEAL WORN AT ENGINE INDUCTION.,orig
1050,SIDE BAFFLE PLUG HOLES ARE WORN OUT.,orig
1051,AT LEAST 3 INSTANCES THROUGHOUT FLIGHT; THE ENGINE VIBRATED,orig
1052,ENGINE STARTED FINE & RAN AT 1000 RPM. WENT TO LEAN ENGINE &,orig
1053,#3 CYLINDER ROCKER COVER EXHAUST GAS TEMPERATURE  STAND OFF BROKEN.,orig
1054,#3 UPPER BAFFLE SEAL MISSING ON RIGHT ENGINE.,orig
1055,LOOSE SCREW ON FORWARD OIL COOLER SHROUD.,orig
1056,#4 INTAKE OIL LEAK.,orig
1057,THROTTLE LOOSE AT DASH.,orig
1058,GROUNDING AREA FOR NEW ENGINE NEEDS PAINT REMOVED.,orig
1059,FORWARD LEFT ENGINE BAFFLE NEEDS SMALL PATCH OVER LARGE CRACK & STOP,orig
1060,ENGINE CHIP DETECTORS ARE REMOVED & WAITING FOR O-RINGS.,orig
1061,FORWARD ENGINE BLACK SEAL NEEDS RTV WHERE INTAKE HITS IT.,orig
1062,PAINT WAS NOT REMVOED AROUND ENGINE GROUNDING POINT.,orig
1063,RPM WENT TO RED.,orig
1064,"THROTTLE IDLE, ENGINE SHUT DOWN.",orig
1065,CRACK ON BOTTOM O/B CORNER OF AFT BAFFLE @ LEFT OIL COOLER.,orig
1066,BRACKET BROKEN FOR #4 BAFFLE.,orig
1067,CLIP FOR OIL BAFFLE COOLER BRACKET WORN.,orig
1068,ENGINE TO BAFFLE ATTACH FITTING MISSING SCREW.,orig
1069,"GROUNDING WIRE TO ENGINE, PAINT NOT REMOVED AND BOLT LOOSE.",orig
1070,"BLACK BAFFLE SEAL, FORWARD ENGINE, HAS SMALL WORN SPOT ON LEFT SIDE.",orig
1071,BLACK FORWARD SEAL HAS WORN SPOTS.,orig
1072,RPM 2700 FOR 2 SECOND.,orig
1073,UNUSUAL ATTITUDE POWER WAS ADDED & ENGINE REACHED APPROX 280,orig
1074,RIVET HEAD SHEARED ON ALTERNATOR AIR DOOR.,orig
1075,"FORWARD SNIFFLER VALVE IS LEAKING OIL/FUEL. THERE IS A 6"" PUDDLE",orig
1076,OIL LEAK DISCOVERED ON #2 CYLINDER.,orig
1077,OIL LEAK ON RIGHT FORWARD CYLINDER INTAKE TUBE.,orig
1078,"HIGH CYLINDER HEAD TEMPS, OVER 400*.",orig
1079,OIL COMING OUT OF TOP LEFT COWLING.,orig
1080,RIGHT ENGINE OVER TEMPERATURE 503*.,orig
1081,PROP STRIKE REQUIRING REPLACEMENT OF PROP,orig
1082,"PROP OVERSPEED IN DOWN DRAFT = 2730 RPM, 2-3 SECS.",orig
1083,ENGINE GROUNDING BOLT LOOSE.,orig
1084,ALL HOSE CLAMPS ON ROCKER DRAINS LOOSE.,orig
1085,STANDOFF ON CYLINDER #3 BROKEN.,orig
1086,BLACK FORWARD SEAL ON ENGINE WORN IN SPOTS & LOOSE ON LEFT SIDE.,orig
1087,"DURING FLIGHT, LEFT ENGINE WAS RUNNING ROUGH. COULD NOT GET V",orig
1088,"DURING RUN UP, BROUGHT THROTTLE TO IDLE; ENGINE SHUT DOWN.",orig
1089,ENGINE WAS SPUTTERING LIKE IT WAS GOING TO CUT OUT AT 1000 R,orig
1090,STUCK VALVE ON #3 CYLINDER. DAMAGE TO PUSH ROD & HOUSING.,orig
1091,#2 & 4 UPPER LEADS NEED TO BE SECURED AT BATTERY COOLING.,orig
1092,#3 BAFFLE NEEDS TO BE PATCHED. BUTTON PLUG HOLE HAS WORN TOO,orig
1093,OVERSPED PROP TO 2720 RPM FOR APPROX 1 SECOND.,orig
1094,#1 CYLINDER BAFFLE UNSECURE.,orig
1095,ROUGH RUNNING ENGINE ON START UP.,orig
1096,IMPELLER IS DIRTY.,orig
1097,PROP WAS OVERSPED TO 2720 FOR 6 SECONDS.,orig
1098,"RIGHT #1, 3 OIL RETURN LINES LOOSE.",orig
1099,UPON ENGINE START UP; WHEN INCREASING THROTTLE TO 1200 TO LEADING-EDGE,orig
1100,"FORWARD BAFFLING, AFT OF ALTERNATOR, IS CRACKED.",orig
1101,RIGHT BAFFLE SPRING PULLED THROUGH AFT BAFFLING.,orig
1102,"LEFT ENGINE RUNS @ 2700, RIGHT ONLY 2600.",orig
1103,"ON CLIMB OUT, HAD AN AUDIBLE RPM DROP & LOSS OF 400 RPM. ENGINE",orig
1104,ENGINE RAN VERY ROUGH A FEW DIFFERENT TIMES IN PATTERN. RPM,orig
1105,OIL BREATHER LEAKING.,orig
1106,PROP OVERSPEED TO 2630.,orig
1107,OIL COOLER WEATHER STRIPPING LOOSE.,orig
1108,"AFTER ENGINE START, ENGINE WAS RUNNING ROUGH BELOW 1000 RPM.",orig
1109,FRONT LOWER BAFFLE HAS HOLE IN IT FROM MUFFLER SHROUD.,orig
1110,FORWARD BAFFLE SEAL MISSING FROM MUFFLER INTAKE ON BAFFLE.,orig
1111,"RIGHT ENGINE, RIGHT BAFFLE TIE ROD REQUIRES ADJUSTMENT.",orig
1112,ENGINE RPM WOULD NOT STABILIZE. CONSTENTLY VARYING & STUDDER,orig
1113,"DURING ENTIRE FLIGHT LEFT RPM WOULD INCREASE SIGNIFICANTLY, R",orig
1114,ENGINE AIR FILTER DIRTY.,orig
1115,OIL PRESSURE SENDER GROUND STRAP NOT CONNECTED.,orig
1116,BAFFLE WIRE BROKEN.,orig
1117,"BRACKET FOR BAFFLE, BEHIND OIL TUBE, CRACKED.",orig
1118,DURING CLIMB OUT THE ENGINE RAN ROUGH. SPUTTERING WAS ALSO N,orig
1119,LEFT ENGINE #4 CYLINDER BAFFLE WIRE STANDOFF BROKEN.,orig
1120,#1 CYLINDER BAFFLE SEAL NEEDS TO BE REPLACED ON LEFT ENGINE.,orig
1121,COWL SEAL MISSING/LOOSE ON LOWER RIGHT ENGINE.,orig
1122,RIGHT ENGINE CARBURETOR HEAT BOX ARM LOOSE.,orig
1123,CARBURETOR INLET GASKETS LEAKING ON BOTH ENGINES.,orig
1124,LEFT INNER ENGINE BAFFLE TIE IS DISCONNECTED.,orig
1125,"ENGINE RAN ROUGH AFTER START UP, W/ GAINS & DROPS OF ABOUT 8",orig
1126,IDLE LOW.,orig
1127,DURING POST FLIGHT FOUND OIL ON INTAKE PIPES.,orig
1128,ROUGH ENGINE ON TAKE OFF,orig
1129,ENGINE IDLE SPEED 1650 RPM.,orig
1130,RIGHT AIR INTAKE HOSE NOT HOOKED UP.,orig
1131,LEFT AFT STAND OFF BROKEN.,orig
1132,INNER BAFFLE TIE DISCONNECTED.,orig
1133,RIGHT AFT BAFFLE BRACKET HAS BROKEN RIVETS.,orig
1134,"AFTER START UP, ENGINE DIED.",orig
1135,ANY INCREASE IN THROTTLE WOULD CAUSE SPUTTER & DROP IN RPM.,orig
1136,AFTER STORAGE RUN NEEDED.,orig
1137,"BAFFLE TIE ROD IN BETWEEN #1 & 3 CYLINDER, NOT HOOOKED UP.",orig
1138,#2 CYLINDER VALVE STICKING.,orig
1139,"DURING CLIMB OUT, LEFT ENGINE SHUTTERED 3 TIMES. EACH TIME RIGHT PATTERN",orig
1140,"WHEN CLIMBING, HEARD ENGINE W/ SOME NOISE. ENGINE MADE A THU",orig
1141,"AFTER ENGINE & ROTOR RUN UP, RPM DROPPED 250 & CONTINUED TO",orig
1142,BLACK FORWARD LOWER ENGINE SEAL WORN AT AIR INTAKE FILTER.,orig
1143,"DURING FLIGHT, HIGH OIL PSI OCCURRED. WHEN EXERCISE PROP, OI",orig
1144,RIGHT ENGINE #1 SIDE BAFFLE SEAL WORN.,orig
1145,ALTERNATE AIR DOOR SPRING IS WEAK.,orig
1146,LOW COMPRESSION (40/80) ON #3 CYLINDER. AIR LEAKING FROM EXHAUST,orig
1147,"DURING FLIGHT, ENGINE RPM WAS 2740 FOR 3 SECONDS.",orig
1148,LARGE POOL OF OIL UNDER ENGINE. OIL HAS BEEN ADDED LAST 2 DA,orig
1149,#3 & 4 CYLINDER INTAKE TUBE INSERTS IN SUMP LOOSE.,orig
1150,REACHED 2720 RPM FOR ABOUT 2 SECONDS.,orig
1151,"AFTER ENGINE START, THERE WAS ENGINE VIBRATION. SUSPECT CYLINDER",orig
1152,"DURING STEEP TURNS, ENGINE BEGAN TO STRUGGLE & COUGHED OFTEN",orig
1153,OIL COOLER CLOGGED (DIRTY BETWEEN FINS).,orig
1154,DURING LATE TAKEOFF ROLL & PATTERN; ENGINE SOUNDED LIKE IT W,orig
1155,OIL TEMPERATURE LIGHT INOPERABLE.,orig
1156,"IN CRUISE, ON WAY TO PRACTICE AREA, ENGINE RPM DROPPED & THE",orig
1157,FORWARD LOWER BLACK SEAL HAS WORN SPOTS FORM INTAKE FILTER BRACKET,orig
1158,LARGE PUDDLE OF LIQUID UNDER ENGINE.,orig
1159,"ON START UP, ENGINE RAN VERY ROUGH. TRIED TO INCREASE POWER",orig
1160,"AFTER ENGINE START UP, NOTICED VIBRATION & ROUGH RUNNING ENGINE",orig
1161,#3 BAFFLE BRACKET MISSING HARDWARE.,orig
1162,TOP CASE BOLT LEAKING.,orig
1163,RIGHT ENGINE FIRE SEAL LOOSE ON BOTTOM COWL.,orig
1164,"SILICONE NEEDED ON TOP OF OIL COOLER, AGAINST COWL.",orig
1165,LEFT ENGINE I/B INTAKE SCREEN PANEL CHAFING.,orig
1166,COWLING SEAL NEEDS TO BE RESECURED (LOWER AFT).,orig
1167,"GROUND POWER CHECK NEEDED, LEFT & RIGHT ENGINES.",orig
1168,LOWER FORWARD ENGINE COWL NEEDS DOUBLER ON GUIDE HOLE FOR TOP CO,orig
1169,VERIFY CONDITION OF RIGHT ENGINE FOR MISMATCH W/ LEFT ENGINE.,orig
1170,#2 INTAKE IS MISSING OUTER NUT.,orig
1171,"ENGINE GROUNDING BOLT, BY OIL TUBE, LOOSE.",orig
1172,MOMENTARILY EXCEEDED 2700 RPM DURING RECOVERY OF SIMULATED E,orig
1173,RIGHT ENGINE CYLINDER #2 HAS POSSIBLE CRACK BY INTAKE PORT.,orig
1174,DURING FLIGHT A/C WOULD INTERMITTENTLY LOSE POWER ON LEFT ENGINE,orig
1175,"DURING ENGINE START & ENGINE RUNNING, THERE WERE VIBRATION S",orig
1176,FOREIGN OBJECT DAMAGE AFT OF SPINNER,orig
1177,BOTH ENGINES #2 INTAKES ARE LEAKING.,orig
1178,LEFT BOTTOM OF OIL COOLER NEEDS TO BE SEALED UP.,orig
1179,OIL ON CRANKSHAFT PLUG.,orig
1180,"IDLES EXTREMELY ROUGH, AROUND 400 RPM.",orig
1181,LOOSE POP RIVET #3 CYLINDER BRACKET.,orig
1182,PROP RIVETS LOOSE ON RIGHT FORWARD SIDE OF ENGINE BAFFLE.,orig
1183,"LOWER FORWARD BLACK SEAL, ABOVE ENGINE FILTER, WORN SPOTS.",orig
1184,2 PHENOLIC SPACERS BROKEN ON THROTTLE CONTROL QUADRANT.,orig
1185,ALL SPARK PLUGS WORN.,orig
1186,"ENGINE RPM DROPPED 200-300 RPM SUDDENLY, ACCOMPANIED BY STRO",orig
